colour	x	y	label	showSelected	showSelected2
#CD6090	0.611805073637135	0.12969696969697	Gasoy 17	Chr01	Gasoy 17
#4876FF	0.61951576837073	0.0842424242424242	Harcor	Chr01	Harcor
#8B4789	0.627226463104326	0.12030303030303	S-100	Chr01	S-100
#54FF9F	0.634937157837921	0.102121212121212	Tracy	Chr01	Tracy
#00CD66	0.642647852571517	0.138181818181818	5601T	Chr01	5601T
#CD853F	0.650358547305112	0.0927272727272727	Amcor	Chr01	Amcor
#FF7F00	0.658069242038708	0.11030303030303	Hood	Chr01	Hood
#EE1289	0.665779936772303	0.128181818181818	Holladay	Chr01	Holladay
#00FFFF	0.673490631505899	0.0827272727272727	S06-130640-2	Chr01	S06-130640-2
#9ACD32	0.681201326239494	0.118787878787879	Beeson	Chr01	Beeson
#D2691E	0.68891202097309	0.100606060606061	Richland	Chr01	Richland
#607B8B	0.696622715706685	0.136666666666667	CNS	Chr01	CNS
#836FFF	0.704333410440281	0.0912121212121212	LG03-3191	Chr01	LG03-3191
#6E8B3D	0.712044105173876	0.108181818181818	Williams	Chr01	Williams
#8DB6CD	0.719754799907472	0.125757575757576	Dillon	Chr01	Dillon
#E9967A	0.727465494641067	0.08	Calland	Chr01	Calland
#63B8FF	0.735176189374663	0.116060606060606	NC Roy	Chr01	NC Roy
#FFA07A	0.742886884108258	0.0978787878787879	Wayne	Chr01	Wayne
#CD919E	0.750597578841854	0.134242424242424	Williams 82	Chr01	Williams 82
#4682B4	0.758308273575449	0.0884848484848485	Pella	Chr01	Pella
#8B0A50	0.766018968309045	0.106363636363636	York	Chr01	York
#2E8B57	0.77372966304264	0.124242424242424	Blackhawk	Chr01	Blackhawk
#CD2990	0.781440357776236	0.0787878787878788	NC Raleigh	Chr01	NC Raleigh
#76EEC6	0.789151052509831	0.114848484848485	Adams	Chr01	Adams
#1E90FF	0.796861747243427	0.0966666666666667	Cumberland	Chr01	Cumberland
#CDC1C5	0.804572441977022	0.133030303030303	Kent	Chr01	Kent
#8A2BE2	0.812283136710618	0.086969696969697	Corsoy	Chr01	Corsoy
#AB82FF	0.819993831444213	0.105151515151515	Oakland	Chr01	Oakland
#FF0000	0.827704526177809	0.123333333333333	Woodworth	Chr01	Woodworth
#4F94CD	0.835415220911404	0.0778787878787879	Zane	Chr01	Zane
#00F5FF	0.843125915645	0.113939393939394	Davis	Chr01	Davis
#FF6EB4	0.850836610378595	0.0957575757575758	Shelby	Chr01	Shelby
#EE7AE9	0.858547305112191	0.131818181818182	Anderson	Chr01	Anderson
#87CEFA	0.866257999845786	0.0863636363636364	Brim	Chr01	Brim
#A2B5CD	0.873968694579382	0.104545454545455	Chippewa	Chr01	Chippewa
#66CDAA	0.881679389312977	0.122121212121212	A3127	Chr01	A3127
#CAFF70	0.889390084046573	0.0766666666666667	Mukden	Chr01	Mukden
#7A67EE	0.897100778780168	0.112424242424242	Ogden	Chr01	Ogden
#CD5B45	0.904811473513764	0.0942424242424242	Ransom	Chr01	Ransom
#00FF7F	0.912522168247359	0.128181818181818	Clark	Chr01	Clark
#00EEEE	0.920232862980955	0.0827272727272727	Volstate	Chr01	Volstate
#6B8E23	0.92794355771455	0.100606060606061	Merit	Chr01	Merit
#7D26CD	0.935654252448146	0.118787878787879	Roanoke	Chr01	Roanoke
#9932CC	0.943364947181741	0.0718181818181818	Young	Chr01	Young
#8B5A00	0.951075641915337	0.102424242424242	Mandarin	Chr01	Mandarin
#C71585	0.0489243580846634	0.656363636363636	Magellan	Chr02	Magellan
#CD8500	0.0566350528182589	0.497272727272727	LD02-9050	Chr02	LD02-9050
#FFA54F	0.0643457475518544	0.49	S06-13640	Chr02	S06-13640
#00E5EE	0.0720564422854499	0.439393939393939	Maverick	Chr02	Maverick
#EE3B3B	0.0797671370190454	0.332121212121212	LG97-7012	Chr02	LG97-7012
#00868B	0.0874778317526409	0.329090909090909	LG98-1605	Chr02	LG98-1605
#20B2AA	0.0951885264862364	0.277878787878788	Skylla	Chr02	Skylla
#CD00CD	0.102899221219832	0.295454545454545	LG94-1128	Chr02	LG94-1128
#668B8B	0.110609915953427	0.246363636363636	LD01-5907	Chr02	LD01-5907
#B3EE3A	0.118320610687023	0.262121212121212	LG90-2550	Chr02	LG90-2550
#00FF00	0.126031305420618	0.276060606060606	NE3001	Chr02	NE3001
#6CA6CD	0.133742000154214	0.201818181818182	LG04-6000	Chr02	LG04-6000
#DEB887	0.141452694887809	0.225151515151515	LG00-3372	Chr02	LG00-3372
#556B2F	0.149163389621405	0.206363636363636	LD02-4485	Chr02	LD02-4485
#EE00EE	0.156874084355	0.225454545454545	LG94-1906	Chr02	LG94-1906
#DB7093	0.164584779088596	0.160606060606061	Lee	Chr02	Lee
#8B2252	0.172295473822191	0.176969696969697	CL0J173-6-8	Chr02	CL0J173-6-8
#EE9572	0.180006168555787	0.186969696969697	Ford	Chr02	Ford
#EEC591	0.187716863289382	0.125151515151515	PI574486	Chr02	PI574486
#9B30FF	0.195427558022978	0.16	LG05-4317	Chr02	LG05-4317
#BF3EFF	0.203138252756573	0.141212121212121	PI507681B	Chr02	PI507681B
#00688B	0.210848947490169	0.175454545454545	Essex	Chr02	Essex
#36648B	0.218559642223764	0.129393939393939	Harosoy	Chr02	Harosoy
#48D1CC	0.22627033695736	0.147272727272727	LG05-4464	Chr02	LG05-4464
#F4A460	0.233981031690955	0.162424242424242	Lawrence	Chr02	Lawrence
#96CDCD	0.241691726424551	0.116666666666667	PI398881	Chr02	PI398881
#6495ED	0.249402421158146	0.149393939393939	LG05-4832	Chr02	LG05-4832
#A0522D	0.257113115891742	0.131212121212121	PI404188A	Chr02	PI404188A
#9A32CD	0.264823810625337	0.167272727272727	Hagood	Chr02	Hagood
#FF7F24	0.272534505358933	0.121515151515152	Prohio	Chr02	Prohio
#00CDCD	0.280245200092528	0.139090909090909	HS6-3976	Chr02	HS6-3976
#EE799F	0.287955894826124	0.156363636363636	5M20-2-5-2	Chr02	5M20-2-5-2
#CD7054	0.295666589559719	0.11030303030303	LG92-1255	Chr02	LG92-1255
#CD6839	0.303377284293315	0.145757575757576	LG04-4717	Chr02	LG04-4717
#E066FF	0.31108797902691	0.126666666666667	TN05-3027	Chr02	TN05-3027
#FF4500	0.318798673760506	0.162727272727273	LG05-4292	Chr02	LG05-4292
#EEA2AD	0.326509368494101	0.116969696969697	PI561370	Chr02	PI561370
#FF3E96	0.334220063227697	0.133636363636364	CL0J095-4-6	Chr02	CL0J095-4-6
#A020F0	0.341930757961292	0.14969696969697	PI518751	Chr02	PI518751
#FA8072	0.349641452694888	0.103636363636364	LD00-3309	Chr02	LD00-3309
#CD3700	0.357352147428483	0.14	PI437169B	Chr02	PI437169B
#483D8B	0.365062842162079	0.12030303030303	LG03-2979	Chr02	LG03-2979
#8B475D	0.372773536895674	0.155757575757576	Dunfield	Chr02	Dunfield
#FF6A6A	0.38048423162927	0.107878787878788	Clemson	Chr02	Clemson
#63B8FF	0.388194926362865	0.123333333333333	NC Roy	Chr02	NC Roy
#CD96CD	0.395905621096461	0.141212121212121	Hill	Chr02	Hill
#9AC0CD	0.403616315830056	0.0948484848484848	Capital	Chr02	Capital
#EEB4B4	0.411327010563652	0.13030303030303	Forrest	Chr02	Forrest
#8FBC8F	0.419037705297247	0.111818181818182	Perry	Chr02	Perry
#BCEE68	0.426748400030843	0.148181818181818	PI427136	Chr02	PI427136
#7A67EE	0.434459094764438	0.101818181818182	Ogden	Chr02	Ogden
#FFA500	0.442169789498034	0.12	U03-100612	Chr02	U03-100612
#EE8262	0.449880484231629	0.136969696969697	4J105-3-4	Chr02	4J105-3-4
#87CEFA	0.457591178965225	0.0912121212121212	Brim	Chr02	Brim
#EE3A8C	0.46530187369882	0.127575757575758	Hawkeye	Chr02	Hawkeye
#54FF9F	0.473012568432416	0.109393939393939	Tracy	Chr02	Tracy
#3A5FCD	0.480723263166011	0.144545454545455	Bonus	Chr02	Bonus
#4876FF	0.488433957899607	0.0984848484848485	Harcor	Chr02	Harcor
#D2691E	0.496144652633202	0.116666666666667	Richland	Chr02	Richland
#CD6090	0.503855347366798	0.134242424242424	Gasoy 17	Chr02	Gasoy 17
#CD5555	0.511566042100393	0.0884848484848485	Kanro	Chr02	Kanro
#CAFF70	0.519276736833989	0.124242424242424	Mukden	Chr02	Mukden
#CD1076	0.526987431567584	0.105757575757576	Braxton	Chr02	Braxton
#698B69	0.53469812630118	0.141212121212121	Tokyo	Chr02	Tokyo
#00F5FF	0.542408821034775	0.0951515151515152	Davis	Chr02	Davis
#4169E1	0.550119515768371	0.113030303030303	Ralsoy	Chr02	Ralsoy
#9932CC	0.557830210501966	0.130909090909091	Young	Chr02	Young
#B22222	0.565540905235562	0.0851515151515151	Jackson	Chr02	Jackson
#EE9A49	0.573251599969157	0.121212121212121	Cook	Chr02	Cook
#A2B5CD	0.580962294702753	0.102727272727273	Chippewa	Chr02	Chippewa
#CD6600	0.588672989436348	0.138787878787879	Pickett	Chr02	Pickett
#8B4789	0.596383684169944	0.0933333333333333	S-100	Chr02	S-100
#8A2BE2	0.604094378903539	0.111212121212121	Corsoy	Chr02	Corsoy
#607B8B	0.611805073637135	0.129090909090909	CNS	Chr02	CNS
#EE1289	0.61951576837073	0.0836363636363636	Holladay	Chr02	Holladay
#698B22	0.627226463104326	0.119090909090909	Lincoln	Chr02	Lincoln
#A2CD5A	0.634937157837921	0.100909090909091	PI 88.788	Chr02	PI 88.788
#00BFFF	0.642647852571517	0.136969696969697	Amsoy	Chr02	Amsoy
#0000FF	0.650358547305112	0.0915151515151515	Dorman	Chr02	Dorman
#00FFFF	0.658069242038708	0.10969696969697	S06-130640-2	Chr02	S06-130640-2
#CD2990	0.665779936772303	0.127575757575758	NC Raleigh	Chr02	NC Raleigh
#CD5B45	0.673490631505899	0.0818181818181818	Ransom	Chr02	Ransom
#9ACD32	0.681201326239494	0.117575757575758	Beeson	Chr02	Beeson
#5D478B	0.68891202097309	0.0993939393939394	Bragg	Chr02	Bragg
#7D26CD	0.696622715706685	0.135757575757576	Roanoke	Chr02	Roanoke
#8B0A50	0.704333410440281	0.0903030303030303	York	Chr02	York
#CD853F	0.712044105173876	0.108181818181818	Amcor	Chr02	Amcor
#FF7F00	0.719754799907472	0.126060606060606	Hood	Chr02	Hood
#B23AEE	0.727465494641067	0.0806060606060606	IA3023	Chr02	IA3023
#8DB6CD	0.735176189374663	0.116666666666667	Dillon	Chr02	Dillon
#CD3333	0.742886884108258	0.0981818181818182	Hutcheson	Chr02	Hutcheson
#CDC1C5	0.750597578841854	0.134545454545455	Kent	Chr02	Kent
#6B8E23	0.758308273575449	0.0890909090909091	Merit	Chr02	Merit
#43CD80	0.766018968309045	0.106363636363636	Illini	Chr02	Illini
#836FFF	0.77372966304264	0.124545454545455	LG03-3191	Chr02	LG03-3191
#D2B48C	0.781440357776236	0.0784848484848485	Haberlandt	Chr02	Haberlandt
#00EEEE	0.789151052509831	0.114848484848485	Volstate	Chr02	Volstate
#EE7AE9	0.796861747243427	0.0963636363636364	Anderson	Chr02	Anderson
#458B74	0.804572441977022	0.132424242424242	Douglas	Chr02	Douglas
#E9967A	0.812283136710618	0.0860606060606061	Calland	Chr02	Calland
#EE30A7	0.819993831444213	0.103939393939394	A.K. (Harrow)	Chr02	A.K. (Harrow)
#551A8B	0.827704526177809	0.122121212121212	PI 180.501	Chr02	PI 180.501
#66CDAA	0.835415220911404	0.0760606060606061	A3127	Chr02	A3127
#2E8B57	0.843125915645	0.112424242424242	Blackhawk	Chr02	Blackhawk
#76EEC6	0.850836610378595	0.0918181818181818	Adams	Chr02	Adams
#FF6EB4	0.858547305112191	0.126666666666667	Shelby	Chr02	Shelby
#CD69C9	0.866257999845786	0.0809090909090909	Centennial	Chr02	Centennial
#8B5A00	0.873968694579382	0.096969696969697	Mandarin	Chr02	Mandarin
#4F94CD	0.881679389312977	0.112727272727273	Zane	Chr02	Zane
#00FF7F	0.889390084046573	0.0660606060606061	Clark	Chr02	Clark
#AB82FF	0.897100778780168	0.102424242424242	Oakland	Chr02	Oakland
#4682B4	0.904811473513764	0.0833333333333333	Pella	Chr02	Pella
#00CD66	0.912522168247359	0.119090909090909	5601T	Chr02	5601T
#CD919E	0.920232862980955	0.0733333333333333	Williams 82	Chr02	Williams 82
#6E8B3D	0.92794355771455	0.0912121212121212	Williams	Chr02	Williams
#FF0000	0.935654252448146	0.108787878787879	Woodworth	Chr02	Woodworth
#1E90FF	0.943364947181741	0.063030303030303	Cumberland	Chr02	Cumberland
#FFA07A	0.951075641915337	0.0972727272727273	Wayne	Chr02	Wayne
#C71585	0.0489243580846634	0.661818181818182	Magellan	Chr03	Magellan
#FFA54F	0.0566350528182589	0.532121212121212	S06-13640	Chr03	S06-13640
#CD8500	0.0643457475518544	0.511212121212121	LD02-9050	Chr03	LD02-9050
#EE3B3B	0.0720564422854499	0.520909090909091	LG97-7012	Chr03	LG97-7012
#00E5EE	0.0797671370190454	0.384242424242424	Maverick	Chr03	Maverick
#20B2AA	0.0874778317526409	0.412727272727273	Skylla	Chr03	Skylla
#CD00CD	0.0951885264862364	0.358787878787879	LG94-1128	Chr03	LG94-1128
#00868B	0.102899221219832	0.391818181818182	LG98-1605	Chr03	LG98-1605
#668B8B	0.110609915953427	0.306363636363636	LD01-5907	Chr03	LD01-5907
#00FF00	0.118320610687023	0.322424242424242	NE3001	Chr03	NE3001
#6CA6CD	0.126031305420618	0.327272727272727	LG04-6000	Chr03	LG04-6000
#B3EE3A	0.133742000154214	0.277878787878788	LG90-2550	Chr03	LG90-2550
#DEB887	0.141452694887809	0.310909090909091	LG00-3372	Chr03	LG00-3372
#00CDCD	0.149163389621405	0.270606060606061	HS6-3976	Chr03	HS6-3976
#BF3EFF	0.156874084355	0.305757575757576	PI507681B	Chr03	PI507681B
#556B2F	0.164584779088596	0.256060606060606	LD02-4485	Chr03	LD02-4485
#EEC591	0.172295473822191	0.268181818181818	PI574486	Chr03	PI574486
#EE9572	0.180006168555787	0.285151515151515	Ford	Chr03	Ford
#EE00EE	0.187716863289382	0.234848484848485	LG94-1906	Chr03	LG94-1906
#A0522D	0.195427558022978	0.271212121212121	PI404188A	Chr03	PI404188A
#96CDCD	0.203138252756573	0.252727272727273	PI398881	Chr03	PI398881
#9B30FF	0.210848947490169	0.279393939393939	LG05-4317	Chr03	LG05-4317
#EEA2AD	0.218559642223764	0.232121212121212	PI561370	Chr03	PI561370
#FF4500	0.22627033695736	0.24969696969697	LG05-4292	Chr03	LG05-4292
#836FFF	0.233981031690955	0.267272727272727	LG03-3191	Chr03	LG03-3191
#8B2252	0.241691726424551	0.221212121212121	CL0J173-6-8	Chr03	CL0J173-6-8
#8B4789	0.249402421158146	0.253333333333333	S-100	Chr03	S-100
#4169E1	0.257113115891742	0.233636363636364	Ralsoy	Chr03	Ralsoy
#A020F0	0.264823810625337	0.26969696969697	PI518751	Chr03	PI518751
#FF7F24	0.272534505358933	0.221515151515152	Prohio	Chr03	Prohio
#F4A460	0.280245200092528	0.237575757575758	Lawrence	Chr03	Lawrence
#9AC0CD	0.287955894826124	0.253939393939394	Capital	Chr03	Capital
#FF7F00	0.295666589559719	0.203333333333333	Hood	Chr03	Hood
#DB7093	0.303377284293315	0.239393939393939	Lee	Chr03	Lee
#698B22	0.31108797902691	0.220909090909091	Lincoln	Chr03	Lincoln
#43CD80	0.318798673760506	0.255151515151515	Illini	Chr03	Illini
#FF0000	0.326509368494101	0.209090909090909	Woodworth	Chr03	Woodworth
#FF6EB4	0.334220063227697	0.226666666666667	Shelby	Chr03	Shelby
#A2B5CD	0.341930757961292	0.244242424242424	Chippewa	Chr03	Chippewa
#00FFFF	0.349641452694888	0.198484848484848	S06-130640-2	Chr03	S06-130640-2
#CD7054	0.357352147428483	0.234242424242424	LG92-1255	Chr03	LG92-1255
#EE30A7	0.365062842162079	0.215757575757576	A.K. (Harrow)	Chr03	A.K. (Harrow)
#FF3E96	0.372773536895674	0.25	CL0J095-4-6	Chr03	CL0J095-4-6
#8FBC8F	0.38048423162927	0.201818181818182	Perry	Chr03	Perry
#63B8FF	0.388194926362865	0.217272727272727	NC Roy	Chr03	NC Roy
#D2B48C	0.395905621096461	0.235151515151515	Haberlandt	Chr03	Haberlandt
#E066FF	0.403616315830056	0.189393939393939	TN05-3027	Chr03	TN05-3027
#6495ED	0.411327010563652	0.225454545454545	LG05-4832	Chr03	LG05-4832
#66CDAA	0.419037705297247	0.204848484848485	A3127	Chr03	A3127
#B22222	0.426748400030843	0.238181818181818	Jackson	Chr03	Jackson
#CAFF70	0.434459094764438	0.192727272727273	Mukden	Chr03	Mukden
#87CEFA	0.442169789498034	0.21030303030303	Brim	Chr03	Brim
#EE1289	0.449880484231629	0.227272727272727	Holladay	Chr03	Holladay
#CD5555	0.457591178965225	0.180909090909091	Kanro	Chr03	Kanro
#CD1076	0.46530187369882	0.216969696969697	Braxton	Chr03	Braxton
#36648B	0.473012568432416	0.198787878787879	Harosoy	Chr03	Harosoy
#9A32CD	0.480723263166011	0.234848484848485	Hagood	Chr03	Hagood
#FFA500	0.488433957899607	0.189090909090909	U03-100612	Chr03	U03-100612
#9932CC	0.496144652633202	0.207272727272727	Young	Chr03	Young
#EE799F	0.503855347366798	0.224545454545455	5M20-2-5-2	Chr03	5M20-2-5-2
#458B74	0.511566042100393	0.178484848484848	Douglas	Chr03	Douglas
#CD6090	0.519276736833989	0.213939393939394	Gasoy 17	Chr03	Gasoy 17
#CD6839	0.526987431567584	0.195757575757576	LG04-4717	Chr03	LG04-4717
#EE9A49	0.53469812630118	0.231515151515152	Cook	Chr03	Cook
#00F5FF	0.542408821034775	0.184242424242424	Davis	Chr03	Davis
#4876FF	0.550119515768371	0.201212121212121	Harcor	Chr03	Harcor
#7D26CD	0.557830210501966	0.219090909090909	Roanoke	Chr03	Roanoke
#5D478B	0.565540905235562	0.172727272727273	Bragg	Chr03	Bragg
#EE8262	0.573251599969157	0.208484848484848	4J105-3-4	Chr03	4J105-3-4
#698B69	0.580962294702753	0.19030303030303	Tokyo	Chr03	Tokyo
#CD3700	0.588672989436348	0.226363636363636	PI437169B	Chr03	PI437169B
#48D1CC	0.596383684169944	0.18030303030303	LG05-4464	Chr03	LG05-4464
#CDC1C5	0.604094378903539	0.196969696969697	Kent	Chr03	Kent
#FA8072	0.611805073637135	0.213030303030303	LD00-3309	Chr03	LD00-3309
#EE3A8C	0.61951576837073	0.167272727272727	Hawkeye	Chr03	Hawkeye
#483D8B	0.627226463104326	0.203333333333333	LG03-2979	Chr03	LG03-2979
#00EEEE	0.634937157837921	0.182424242424242	Volstate	Chr03	Volstate
#7A67EE	0.642647852571517	0.217575757575758	Ogden	Chr03	Ogden
#BCEE68	0.650358547305112	0.172121212121212	PI427136	Chr03	PI427136
#551A8B	0.658069242038708	0.18969696969697	PI 180.501	Chr03	PI 180.501
#EE7AE9	0.665779936772303	0.207272727272727	Anderson	Chr03	Anderson
#CD853F	0.673490631505899	0.161212121212121	Amcor	Chr03	Amcor
#3A5FCD	0.681201326239494	0.196666666666667	Bonus	Chr03	Bonus
#CD69C9	0.68891202097309	0.178181818181818	Centennial	Chr03	Centennial
#FF6A6A	0.696622715706685	0.213939393939394	Clemson	Chr03	Clemson
#54FF9F	0.704333410440281	0.165757575757576	Tracy	Chr03	Tracy
#00FF7F	0.712044105173876	0.183636363636364	Clark	Chr03	Clark
#A2CD5A	0.719754799907472	0.201818181818182	PI 88.788	Chr03	PI 88.788
#8B0A50	0.727465494641067	0.155757575757576	York	Chr03	York
#E9967A	0.735176189374663	0.191515151515152	Calland	Chr03	Calland
#B23AEE	0.742886884108258	0.172727272727273	IA3023	Chr03	IA3023
#4682B4	0.750597578841854	0.208787878787879	Pella	Chr03	Pella
#EEB4B4	0.758308273575449	0.163030303030303	Forrest	Chr03	Forrest
#CD3333	0.766018968309045	0.181212121212121	Hutcheson	Chr03	Hutcheson
#9ACD32	0.77372966304264	0.199090909090909	Beeson	Chr03	Beeson
#CD5B45	0.781440357776236	0.153030303030303	Ransom	Chr03	Ransom
#CD96CD	0.789151052509831	0.188181818181818	Hill	Chr03	Hill
#00688B	0.796861747243427	0.16969696969697	Essex	Chr03	Essex
#AB82FF	0.804572441977022	0.206060606060606	Oakland	Chr03	Oakland
#D2691E	0.812283136710618	0.16	Richland	Chr03	Richland
#CD2990	0.819993831444213	0.177575757575758	NC Raleigh	Chr03	NC Raleigh
#00CD66	0.827704526177809	0.195151515151515	5601T	Chr03	5601T
#2E8B57	0.835415220911404	0.149393939393939	Blackhawk	Chr03	Blackhawk
#8A2BE2	0.843125915645	0.185757575757576	Corsoy	Chr03	Corsoy
#8B475D	0.850836610378595	0.167575757575758	Dunfield	Chr03	Dunfield
#1E90FF	0.858547305112191	0.203333333333333	Cumberland	Chr03	Cumberland
#8B5A00	0.866257999845786	0.157878787878788	Mandarin	Chr03	Mandarin
#0000FF	0.873968694579382	0.175454545454545	Dorman	Chr03	Dorman
#8DB6CD	0.881679389312977	0.192727272727273	Dillon	Chr03	Dillon
#00BFFF	0.889390084046573	0.146060606060606	Amsoy	Chr03	Amsoy
#CD6600	0.897100778780168	0.180909090909091	Pickett	Chr03	Pickett
#607B8B	0.904811473513764	0.162424242424242	CNS	Chr03	CNS
#4F94CD	0.912522168247359	0.198484848484848	Zane	Chr03	Zane
#76EEC6	0.920232862980955	0.151515151515152	Adams	Chr03	Adams
#FFA07A	0.92794355771455	0.168787878787879	Wayne	Chr03	Wayne
#6E8B3D	0.935654252448146	0.173030303030303	Williams	Chr03	Williams
#CD919E	0.943364947181741	0.126969696969697	Williams 82	Chr03	Williams 82
#6B8E23	0.951075641915337	0.161818181818182	Merit	Chr03	Merit
#C71585	0.0489243580846634	0.52030303030303	Magellan	Chr04	Magellan
#CD8500	0.0566350528182589	0.397575757575758	LD02-9050	Chr04	LD02-9050
#FFA54F	0.0643457475518544	0.389393939393939	S06-13640	Chr04	S06-13640
