x	y	showSelected	tooltip	group
0.111475881072429	0.203266288195822	Chr01	Overall Density	1
0.113260241494534	0.180143811800112	Chr01	Overall Density	1
0.115044601916639	0.160671862182907	Chr01	Overall Density	1
0.116828962338743	0.145222622639863	Chr01	Overall Density	1
0.118613322760848	0.133747887704441	Chr01	Overall Density	1
0.120397683182953	0.125941889549074	Chr01	Overall Density	1
0.122182043605058	0.121387068504449	Chr01	Overall Density	1
0.123966404027163	0.119653279243166	Chr01	Overall Density	1
0.125750764449268	0.120342525202557	Chr01	Overall Density	1
0.127535124871373	0.123089039348043	Chr01	Overall Density	1
0.129319485293478	0.127534278392844	Chr01	Overall Density	1
0.131103845715583	0.133297582715351	Chr01	Overall Density	1
0.132888206137688	0.139958104043989	Chr01	Overall Density	1
0.134672566559793	0.147055694430665	Chr01	Overall Density	1
0.136456926981898	0.154103365867503	Chr01	Overall Density	1
0.138241287404003	0.160594147362616	Chr01	Overall Density	1
0.140025647826108	0.166143335380977	Chr01	Overall Density	1
0.141810008248213	0.170473218215646	Chr01	Overall Density	1
0.143594368670318	0.173442210886284	Chr01	Overall Density	1
0.145378729092423	0.175051639806355	Chr01	Overall Density	1
0.147163089514528	0.175427161933084	Chr01	Overall Density	1
0.148947449936633	0.174775263359522	Chr01	Overall Density	1
0.150731810358738	0.17332252956363	Chr01	Overall Density	1
0.152516170780842	0.171251957110164	Chr01	Overall Density	1
0.154300531202947	0.16865364592399	Chr01	Overall Density	1
0.156084891625052	0.1655048871255	Chr01	Overall Density	1
0.157869252047157	0.161687023658745	Chr01	Overall Density	1
0.159653612469262	0.157035704327406	Chr01	Overall Density	1
0.161437972891367	0.151410813769859	Chr01	Overall Density	1
0.163222333313472	0.144765976922423	Chr01	Overall Density	1
0.165006693735577	0.137197295981714	Chr01	Overall Density	1
0.166791054157682	0.128956925877158	Chr01	Overall Density	1
0.168575414579787	0.120427181887928	Chr01	Overall Density	1
0.170359775001892	0.112061795919607	Chr01	Overall Density	1
0.172144135423997	0.104330733874123	Chr01	Overall Density	1
0.173928495846102	0.0976319197760354	Chr01	Overall Density	1
0.175712856268207	0.0921442368115393	Chr01	Overall Density	1
0.177497216690312	0.0879054188499308	Chr01	Overall Density	1
0.179281577112417	0.0848065083977477	Chr01	Overall Density	1
0.181065937534522	0.0826325926354663	Chr01	Overall Density	1
0.182850297956627	0.0811170988104147	Chr01	Overall Density	1
0.184634658378732	0.0799969744939459	Chr01	Overall Density	1
0.186419018800837	0.0790573714042112	Chr01	Overall Density	1
0.188203379222941	0.0781579257259619	Chr01	Overall Density	1
0.189987739645046	0.0772375538902997	Chr01	Overall Density	1
0.191772100067151	0.0762998084699203	Chr01	Overall Density	1
0.193556460489256	0.0753851449030759	Chr01	Overall Density	1
0.195340820911361	0.0745389775909143	Chr01	Overall Density	1
0.197125181333466	0.073784599980415	Chr01	Overall Density	1
0.198909541755571	0.0731079317720577	Chr01	Overall Density	1
0.200693902177676	0.0724572628958878	Chr01	Overall Density	1
0.202478262599781	0.0717567595622239	Chr01	Overall Density	1
0.204262623021886	0.0709287000887985	Chr01	Overall Density	1
0.206046983443991	0.0699172308596235	Chr01	Overall Density	1
0.207831343866096	0.0687018165146618	Chr01	Overall Density	1
0.209615704288201	0.0673203209649683	Chr01	Overall Density	1
0.211400064710306	0.0658547123930795	Chr01	Overall Density	1
0.213184425132411	0.0644002885999331	Chr01	Overall Density	1
0.214968785554516	0.0630490962557088	Chr01	Overall Density	1
0.216753145976621	0.0618705243349563	Chr01	Overall Density	1
0.218537506398726	0.0608992644477755	Chr01	Overall Density	1
0.220321866820831	0.0601329933266169	Chr01	Overall Density	1
0.222106227242935	0.0595394135773301	Chr01	Overall Density	1
0.22389058766504	0.0590699390827981	Chr01	Overall Density	1
0.225674948087145	0.0586758710065419	Chr01	Overall Density	1
0.22745930850925	0.0583226324851984	Chr01	Overall Density	1
0.229243668931355	0.0579984629464811	Chr01	Overall Density	1
0.23102802935346	0.0577156141203101	Chr01	Overall Density	1
0.232812389775565	0.0575040879436983	Chr01	Overall Density	1
0.23459675019767	0.057399828415888	Chr01	Overall Density	1
0.236381110619775	0.0574306133362921	Chr01	Overall Density	1
0.23816547104188	0.0576034195396783	Chr01	Overall Density	1
0.239949831463985	0.0578966667610486	Chr01	Overall Density	1
0.24173419188609	0.0582595718978092	Chr01	Overall Density	1
0.243518552308195	0.0586158658149575	Chr01	Overall Density	1
0.2453029127303	0.0588780382260152	Chr01	Overall Density	1
0.247087273152405	0.0589759491130884	Chr01	Overall Density	1
0.24887163357451	0.0588648360607478	Chr01	Overall Density	1
0.250655993996615	0.0585339016424057	Chr01	Overall Density	1
0.25244035441872	0.0580073141967473	Chr01	Overall Density	1
0.254224714840825	0.0573378375349792	Chr01	Overall Density	1
0.25600907526293	0.0565949039553066	Chr01	Overall Density	1
0.257793435685034	0.0558501052201092	Chr01	Overall Density	1
0.259577796107139	0.0551634280966041	Chr01	Overall Density	1
0.261362156529244	0.0545731035351992	Chr01	Overall Density	1
0.263146516951349	0.0540908742049864	Chr01	Overall Density	1
0.264930877373454	0.0537031358045064	Chr01	Overall Density	1
0.266715237795559	0.0533771140699282	Chr01	Overall Density	1
0.268499598217664	0.053070276931093	Chr01	Overall Density	1
0.270283958639769	0.0527407099595022	Chr01	Overall Density	1
0.272068319061874	0.0523562370986149	Chr01	Overall Density	1
0.273852679483979	0.0519005741283522	Chr01	Overall Density	1
0.275637039906084	0.0513756118855868	Chr01	Overall Density	1
0.277421400328189	0.0507998535622274	Chr01	Overall Density	1
0.279205760750294	0.0502047319866174	Chr01	Overall Density	1
0.280990121172399	0.0496300473126633	Chr01	Overall Density	1
0.282774481594504	0.0491121210398863	Chr01	Overall Density	1
0.284558842016609	0.0486827033851573	Chr01	Overall Density	1
0.286343202438714	0.0483683176522365	Chr01	Overall Density	1
0.288127562860819	0.0481915036196393	Chr01	Overall Density	1
0.289911923282924	0.0481732753465377	Chr01	Overall Density	1
0.291696283705029	0.0483355308397432	Chr01	Overall Density	1
0.293480644127133	0.0487021570038002	Chr01	Overall Density	1
0.295265004549238	0.049297866353262	Chr01	Overall Density	1
0.297049364971343	0.0501443017004757	Chr01	Overall Density	1
0.298833725393448	0.0512535737566771	Chr01	Overall Density	1
0.300618085815553	0.0526200914962743	Chr01	Overall Density	1
0.302402446237658	0.0542122349580796	Chr01	Overall Density	1
0.304186806659763	0.0559659849932339	Chr01	Overall Density	1
0.305971167081868	0.057782874640979	Chr01	Overall Density	1
0.307755527503973	0.0595343348637631	Chr01	Overall Density	1
0.309539887926078	0.061073504559541	Chr01	Overall Density	1
0.311324248348183	0.0622538851201377	Chr01	Overall Density	1
0.313108608770288	0.0629521654797486	Chr01	Overall Density	1
0.314892969192393	0.0630628262013354	Chr01	Overall Density	1
0.316677329614498	0.0626021647788194	Chr01	Overall Density	1
0.318461690036603	0.0616393302890526	Chr01	Overall Density	1
0.320246050458708	0.0602978826760316	Chr01	Overall Density	1
0.322030410880813	0.0587398816597091	Chr01	Overall Density	1
0.323814771302918	0.0571407288784752	Chr01	Overall Density	1
0.325599131725023	0.0556638143327119	Chr01	Overall Density	1
0.327383492147128	0.0544395091220285	Chr01	Overall Density	1
0.329167852569232	0.0535513666004786	Chr01	Overall Density	1
0.330952212991337	0.0530304913778876	Chr01	Overall Density	1
0.332736573413442	0.0528575152822283	Chr01	Overall Density	1
0.334520933835547	0.0529707465028495	Chr01	Overall Density	1
0.336305294257652	0.053278743294626	Chr01	Overall Density	1
0.338089654679757	0.0536755161409665	Chr01	Overall Density	1
0.339874015101862	0.0540565093439082	Chr01	Overall Density	1
0.341658375523967	0.0543333691558983	Chr01	Overall Density	1
0.343442735946072	0.0544454121830247	Chr01	Overall Density	1
0.345227096368177	0.0543659302305682	Chr01	Overall Density	1
0.347011456790282	0.0541022089090599	Chr01	Overall Density	1
0.348795817212387	0.0536893533186103	Chr01	Overall Density	1
0.350580177634492	0.0531776090446744	Chr01	Overall Density	1
0.352364538056597	0.0526307846068883	Chr01	Overall Density	1
0.354148898478702	0.0520949021441916	Chr01	Overall Density	1
0.355933258900807	0.0516001847198236	Chr01	Overall Density	1
0.357717619322912	0.0511595961731288	Chr01	Overall Density	1
0.359501979745017	0.0507715287757723	Chr01	Overall Density	1
0.361286340167122	0.0504250585606362	Chr01	Overall Density	1
0.363070700589227	0.0501059289214604	Chr01	Overall Density	1
0.364855061011332	0.0498016961863456	Chr01	Overall Density	1
0.366639421433436	0.0495050644010593	Chr01	Overall Density	1
0.368423781855541	0.0492151036495772	Chr01	Overall Density	1
0.370208142277646	0.0489365930042413	Chr01	Overall Density	1
0.371992502699751	0.0486780594221567	Chr01	Overall Density	1
0.373776863121856	0.0484491972224578	Chr01	Overall Density	1
0.375561223543961	0.0482583095972193	Chr01	Overall Density	1
0.377345583966066	0.0481102884831174	Chr01	Overall Density	1
0.379129944388171	0.0480054940437285	Chr01	Overall Density	1
0.380914304810276	0.047939726440844	Chr01	Overall Density	1
0.382698665232381	0.0479052939710449	Chr01	Overall Density	1
0.384483025654486	0.0478930672286057	Chr01	Overall Density	1
0.386267386076591	0.0478949904843149	Chr01	Overall Density	1
0.388051746498696	0.0479057879348899	Chr01	Overall Density	1
0.389836106920801	0.0479263933904211	Chr01	Overall Density	1
0.391620467342906	0.0479631684038055	Chr01	Overall Density	1
0.393404827765011	0.0480271768566105	Chr01	Overall Density	1
0.395189188187116	0.0481327888664969	Chr01	Overall Density	1
0.396973548609221	0.0482961027782818	Chr01	Overall Density	1
0.398757909031326	0.0485336255831917	Chr01	Overall Density	1
0.400542269453431	0.0488614386378192	Chr01	Overall Density	1
0.402326629875535	0.0492947783776068	Chr01	Overall Density	1
0.40411099029764	0.0498476911973174	Chr01	Overall Density	1
0.405895350719745	0.0505322821010104	Chr01	Overall Density	1
0.40767971114185	0.0513571353479657	Chr01	Overall Density	1
0.409464071563955	0.0523247516183384	Chr01	Overall Density	1
0.41124843198606	0.0534282648095384	Chr01	Overall Density	1
0.413032792408165	0.0546481601915991	Chr01	Overall Density	1
0.41481715283027	0.0559500681415914	Chr01	Overall Density	1
0.416601513252375	0.0572848096181479	Chr01	Overall Density	1
0.41838587367448	0.0585916206851882	Chr01	Overall Density	1
0.420170234096585	0.0598026490965432	Chr01	Overall Density	1
0.42195459451869	0.0608495644515631	Chr01	Overall Density	1
0.423738954940795	0.0616957287882529	Chr01	Overall Density	1
0.4255233153629	0.062327593061815	Chr01	Overall Density	1
0.427307675785005	0.0627626884704616	Chr01	Overall Density	1
0.42909203620711	0.063047244057247	Chr01	Overall Density	1
0.430876396629215	0.0632470468145068	Chr01	Overall Density	1
0.43266075705132	0.0634329619829399	Chr01	Overall Density	1
0.434445117473425	0.0636642260877393	Chr01	Overall Density	1
0.436229477895529	0.063973777269623	Chr01	Overall Density	1
0.438013838317635	0.0643600836408335	Chr01	Overall Density	1
0.439798198739739	0.0647889866228819	Chr01	Overall Density	1
0.441582559161844	0.0652071610483322	Chr01	Overall Density	1
0.443366919583949	0.0655664466141174	Chr01	Overall Density	1
0.445151280006054	0.0658563016312881	Chr01	Overall Density	1
0.446935640428159	0.0661406998372282	Chr01	Overall Density	1
0.448720000850264	0.0665962622053142	Chr01	Overall Density	1
0.450504361272369	0.0675499141102208	Chr01	Overall Density	1
0.452288721694474	0.0695157215686868	Chr01	Overall Density	1
0.454073082116579	0.0732300982732294	Chr01	Overall Density	1
0.455857442538684	0.0797670750372467	Chr01	Overall Density	1
0.457641802960789	0.0905544661026809	Chr01	Overall Density	1
0.459426163382894	0.106995172167906	Chr01	Overall Density	1
0.461210523804999	0.130658433716123	Chr01	Overall Density	1
0.462994884227104	0.16294389321731	Chr01	Overall Density	1
0.464779244649209	0.204743684378926	Chr01	Overall Density	1
0.466563605071314	0.256049541200018	Chr01	Overall Density	1
0.468347965493419	0.31558915748699	Chr01	Overall Density	1
0.470132325915524	0.380603079072518	Chr01	Overall Density	1
0.471916686337629	0.446870971386644	Chr01	Overall Density	1
0.473701046759733	0.50905556141872	Chr01	Overall Density	1
0.475485407181838	0.561358215594664	Chr01	Overall Density	1
0.477269767603943	0.598390476070844	Chr01	Overall Density	1
0.479054128026048	0.616088985041233	Chr01	Overall Density	1
0.480838488448153	0.612465239385279	Chr01	Overall Density	1
0.482622848870258	0.58800389538244	Chr01	Overall Density	1
0.484407209292363	0.545602448324993	Chr01	Overall Density	1
0.486191569714468	0.49005942603141	Chr01	Overall Density	1
0.487975930136573	0.427232539960053	Chr01	Overall Density	1
0.489760290558678	0.363066322290357	Chr01	Overall Density	1
0.491544650980783	0.302922287503573	Chr01	Overall Density	1
0.493329011402888	0.250684839707861	Chr01	Overall Density	1
0.495113371824993	0.207982323563012	Chr01	Overall Density	1
0.496897732247098	0.175021121838057	Chr01	Overall Density	1
0.498682092669203	0.150846581908316	Chr01	Overall Density	1
0.500466453091308	0.133801884602057	Chr01	Overall Density	1
0.502250813513413	0.121971211424708	Chr01	Overall Density	1
0.504035173935518	0.113535558964901	Chr01	Overall Density	1
0.505819534357623	0.107006021141219	Chr01	Overall Density	1
0.507603894779728	0.101331139332994	Chr01	Overall Density	1
0.509388255201833	0.0958978234519211	Chr01	Overall Density	1
0.511172615623937	0.0904583921875216	Chr01	Overall Density	1
0.512956976046042	0.0850202724938772	Chr01	Overall Density	1
0.514741336468147	0.0797315040742329	Chr01	Overall Density	1
0.516525696890252	0.074786569380585	Chr01	Overall Density	1
0.518310057312357	0.0703657325870664	Chr01	Overall Density	1
0.520094417734462	0.0666096954873051	Chr01	Overall Density	1
0.521878778156567	0.0636223490482627	Chr01	Overall Density	1
0.523663138578672	0.0614892534317331	Chr01	Overall Density	1
0.525447499000777	0.0602985229692535	Chr01	Overall Density	1
0.527231859422882	0.0601939953861238	Chr01	Overall Density	1
0.529016219844987	0.0612836495476933	Chr01	Overall Density	1
0.530800580267092	0.063642143895815	Chr01	Overall Density	1
0.532584940689197	0.0673099665127485	Chr01	Overall Density	1
0.534369301111302	0.0722275688019371	Chr01	Overall Density	1
0.536153661533407	0.0781973876550905	Chr01	Overall Density	1
0.537938021955512	0.0848638489632503	Chr01	Overall Density	1
0.539722382377617	0.0917221248211128	Chr01	Overall Density	1
0.541506742799722	0.0981614563449965	Chr01	Overall Density	1
0.543291103221826	0.103540718361295	Chr01	Overall Density	1
0.545075463643931	0.107284493748068	Chr01	Overall Density	1
0.546859824066036	0.108980204159735	Chr01	Overall Density	1
0.548644184488141	0.108453764008844	Chr01	Overall Density	1
0.550428544910246	0.10580449609302	Chr01	Overall Density	1
0.552212905332351	0.101389280041925	Chr01	Overall Density	1
0.553997265754456	0.0957585446193993	Chr01	Overall Density	1
0.555781626176561	0.0895588625366023	Chr01	Overall Density	1
0.557565986598666	0.0834247337499426	Chr01	Overall Density	1
0.559350347020771	0.0778833394799548	Chr01	Overall Density	1
0.561134707442876	0.073290672411963	Chr01	Overall Density	1
0.562919067864981	0.0698527195491377	Chr01	Overall Density	1
0.564703428287086	0.0675031161325917	Chr01	Overall Density	1
0.566487788709191	0.0660568594066466	Chr01	Overall Density	1
0.568272149131296	0.0652807592812792	Chr01	Overall Density	1
0.570056509553401	0.0649334461963816	Chr01	Overall Density	1
0.571840869975506	0.0648094735202324	Chr01	Overall Density	1
0.573625230397611	0.0647673543514728	Chr01	Overall Density	1
0.575409590819716	0.0647403680749263	Chr01	Overall Density	1
0.57719395124182	0.0647316627572596	Chr01	Overall Density	1
0.578978311663926	0.0647971603788447	Chr01	Overall Density	1
0.58076267208603	0.0650210409072574	Chr01	Overall Density	1
0.582547032508135	0.0654890983617498	Chr01	Overall Density	1
0.58433139293024	0.0662650145715002	Chr01	Overall Density	1
0.586115753352345	0.0673736774239265	Chr01	Overall Density	1
0.58790011377445	0.06879429294895	Chr01	Overall Density	1
0.589684474196555	0.0704644677930975	Chr01	Overall Density	1
0.59146883461866	0.0722948737123153	Chr01	Overall Density	1
0.593253195040765	0.074192616554922	Chr01	Overall Density	1
0.59503755546287	0.0760899747270374	Chr01	Overall Density	1
0.596821915884975	0.0779737202779869	Chr01	Overall Density	1
0.59860627630708	0.0799203623369755	Chr01	Overall Density	1
0.600390636729185	0.0821024464084734	Chr01	Overall Density	1
0.60217499715129	0.0847657548928018	Chr01	Overall Density	1
0.603959357573395	0.0881968612362192	Chr01	Overall Density	1
0.6057437179955	0.0926694766202315	Chr01	Overall Density	1
0.607528078417605	0.0983823881357538	Chr01	Overall Density	1
0.60931243883971	0.105401086905872	Chr01	Overall Density	1
0.611096799261815	0.113616233436768	Chr01	Overall Density	1
0.61288115968392	0.122729170814901	Chr01	Overall Density	1
0.614665520106024	0.132268845464874	Chr01	Overall Density	1
0.616449880528129	0.141637446786122	Chr01	Overall Density	1
0.618234240950234	0.1501760112599	Chr01	Overall Density	1
0.620018601372339	0.15723794861557	Chr01	Overall Density	1
0.621802961794444	0.162258633713769	Chr01	Overall Density	1
0.623587322216549	0.16481222035232	Chr01	Overall Density	1
0.625371682638654	0.164651035197142	Chr01	Overall Density	1
0.627156043060759	0.161726485302669	Chr01	Overall Density	1
0.628940403482864	0.156192255879081	Chr01	Overall Density	1
0.630724763904969	0.148390806333587	Chr01	Overall Density	1
0.632509124327074	0.138823969449072	Chr01	Overall Density	1
0.634293484749179	0.128087564066263	Chr01	Overall Density	1
0.636077845171284	0.116962175005507	Chr01	Overall Density	1
0.637862205593389	0.106122316681445	Chr01	Overall Density	1
0.639646566015494	0.0961904959632794	Chr01	Overall Density	1
0.641430926437599	0.087711476241919	Chr01	Overall Density	1
0.643215286859704	0.0811459072478452	Chr01	Overall Density	1
0.644999647281809	0.0768781746589905	Chr01	Overall Density	1
0.646784007703914	0.0752274725177664	Chr01	Overall Density	1
0.648568368126019	0.0764490202429989	Chr01	Overall Density	1
0.650352728548123	0.0807152095278977	Chr01	Overall Density	1
0.652137088970228	0.0880742174269981	Chr01	Overall Density	1
0.653921449392333	0.0983945536104639	Chr01	Overall Density	1
0.655705809814438	0.111314956432198	Chr01	Overall Density	1
0.657490170236543	0.126226070336437	Chr01	Overall Density	1
0.659274530658648	0.142309844971806	Chr01	Overall Density	1
0.661058891080753	0.158652730402585	Chr01	Overall Density	1
0.662843251502858	0.174430467866207	Chr01	Overall Density	1
0.664627611924963	0.189139707244408	Chr01	Overall Density	1
0.666411972347068	0.202831219181036	Chr01	Overall Density	1
0.668196332769173	0.216297913561619	Chr01	Overall Density	1
0.669980693191278	0.2313410518816	Chr01	Overall Density	1
0.671765053613383	0.250354440644928	Chr01	Overall Density	1
0.673549414035488	0.276074165245719	Chr01	Overall Density	1
0.675333774457593	0.311144781921856	Chr01	Overall Density	1
0.677118134879698	0.357589339033584	Chr01	Overall Density	1
0.678902495301803	0.416270070901967	Chr01	Overall Density	1
0.680686855723908	0.48643412813326	Chr01	Overall Density	1
0.682471216146013	0.565447388902255	Chr01	Overall Density	1
0.684255576568117	0.648809462469226	Chr01	Overall Density	1
0.686039936990222	0.730506638351866	Chr01	Overall Density	1
0.687824297412327	0.803696106087747	Chr01	Overall Density	1
0.689608657834432	0.861635142904573	Chr01	Overall Density	1
0.691393018256537	0.898694850579347	Chr01	Overall Density	1
0.693177378678642	0.911255411255411	Chr01	Overall Density	1
0.694961739100747	0.898288714340037	Chr01	Overall Density	1
0.696746099522852	0.86149889006239	Chr01	Overall Density	1
0.698530459944957	0.804996023998888	Chr01	Overall Density	1
0.700314820367062	0.734591184436018	Chr01	Overall Density	1
0.702099180789167	0.656885283605725	Chr01	Overall Density	1
0.703883541211272	0.578423233800188	Chr01	Overall Density	1
0.705667901633377	0.5052482647177	Chr01	Overall Density	1
0.707452262055482	0.441351456237859	Chr01	Overall Density	1
0.709236622477587	0.389136278600866	Chr01	Overall Density	1
0.711020982899692	0.349524430404243	Chr01	Overall Density	1
0.712805343321797	0.322153037235374	Chr01	Overall Density	1
0.714589703743902	0.305635974759088	Chr01	Overall Density	1
0.716374064166007	0.297852925908119	Chr01	Overall Density	1
0.718158424588112	0.296246532044943	Chr01	Overall Density	1
0.719942785010216	0.298114675446458	Chr01	Overall Density	1
0.721727145432321	0.300883593963731	Chr01	Overall Density	1
0.723511505854426	0.302343470388764	Chr01	Overall Density	1
0.725295866276531	0.300826539937109	Chr01	Overall Density	1
0.727080226698636	0.295311538205067	Chr01	Overall Density	1
0.728864587120741	0.28544747377008	Chr01	Overall Density	1
0.730648947542846	0.271501890700332	Chr01	Overall Density	1
0.732433307964951	0.254250452708392	Chr01	Overall Density	1
0.734217668387056	0.234832451421356	Chr01	Overall Density	1
0.736002028809161	0.214598558419848	Chr01	Overall Density	1
0.737786389231266	0.194972472058263	Chr01	Overall Density	1
0.739570749653371	0.177407452406443	Chr01	Overall Density	1
0.741355110075476	0.163295085252045	Chr01	Overall Density	1
0.743139470497581	0.153581774885757	Chr01	Overall Density	1
0.744923830919686	0.149008152650566	Chr01	Overall Density	1
0.746708191341791	0.149962761500861	Chr01	Overall Density	1
0.748492551763896	0.156402471810659	Chr01	Overall Density	1
0.750276912186001	0.16778596303036	Chr01	Overall Density	1
0.752061272608106	0.183047514290854	Chr01	Overall Density	1
0.75384563303021	0.200639278601723	Chr01	Overall Density	1
0.755629993452316	0.218659697309911	Chr01	Overall Density	1
0.75741435387442	0.235065015655237	Chr01	Overall Density	1
0.759198714296525	0.247935633142985	Chr01	Overall Density	1
0.76098307471863	0.255747764921672	Chr01	Overall Density	1
0.762767435140735	0.257591933374297	Chr01	Overall Density	1
0.76455179556284	0.253287938161766	Chr01	Overall Density	1
0.766336155984945	0.243370111181498	Chr01	Overall Density	1
0.76812051640705	0.228949820212427	Chr01	Overall Density	1
0.769904876829155	0.211493628142515	Chr01	Overall Density	1
0.77168923725126	0.192574795400221	Chr01	Overall Density	1
0.773473597673365	0.173656789346922	Chr01	Overall Density	1
0.77525795809547	0.156010506450243	Chr01	Overall Density	1
0.777042318517575	0.140593505184356	Chr01	Overall Density	1
0.77882667893968	0.127945716204894	Chr01	Overall Density	1
0.780611039361785	0.118431539504607	Chr01	Overall Density	1
0.78239539978389	0.112261288607016	Chr01	Overall Density	1
0.784179760205995	0.10952239021744	Chr01	Overall Density	1
0.7859641206281	0.110185638598021	Chr01	Overall Density	1
0.787748481050205	0.114102240149962	Chr01	Overall Density	1
0.78953284147231	0.121014409316465	Chr01	Overall Density	1
0.791317201894414	0.130598567737539	Chr01	Overall Density	1
0.79310156231652	0.142546593676151	Chr01	Overall Density	1
0.794885922738624	0.156671113925123	Chr01	Overall Density	1
0.796670283160729	0.173002036555968	Chr01	Overall Density	1
0.798454643582834	0.191830814076863	Chr01	Overall Density	1
0.800239004004939	0.21366242899601	Chr01	Overall Density	1
0.802023364427044	0.239055266940271	Chr01	Overall Density	1
0.803807724849149	0.268362927560092	Chr01	Overall Density	1
0.805592085271254	0.301430932038068	Chr01	Overall Density	1
0.807376445693359	0.337332487834654	Chr01	Overall Density	1
0.809160806115464	0.374237856261977	Chr01	Overall Density	1
0.810945166537569	0.409316389839715	Chr01	Overall Density	1
0.812729526959674	0.439178973445644	Chr01	Overall Density	1
0.814513887381779	0.460820732623342	Chr01	Overall Density	1
0.816298247803884	0.471932450489805	Chr01	Overall Density	1
0.818082608225989	0.471410566677145	Chr01	Overall Density	1
0.819866968648094	0.459603510783972	Chr01	Overall Density	1
0.821651329070199	0.438276711443888	Chr01	Overall Density	1
0.823435689492304	0.410313250929465	Chr01	Overall Density	1
0.825220049914409	0.379229272221854	Chr01	Overall Density	1
0.827004410336514	0.348617814523588	Chr01	Overall Density	1
0.828788770758618	0.321635375045144	Chr01	Overall Density	1
0.830573131180723	0.300617485112815	Chr01	Overall Density	1
0.832357491602828	0.286866440384948	Chr01	Overall Density	1
0.834141852024933	0.280611743622109	Chr01	Overall Density	1
0.835926212447038	0.281113818645219	Chr01	Overall Density	1
0.837710572869143	0.286868794333803	Chr01	Overall Density	1
0.839494933291248	0.295873637912441	Chr01	Overall Density	1
0.841279293713353	0.305918813310933	Chr01	Overall Density	1
0.843063654135458	0.314881847329492	Chr01	Overall Density	1
0.844848014557563	0.320995499358208	Chr01	Overall Density	1
0.846632374979668	0.322872530922904	Chr01	Overall Density	1
0.848416735401773	0.320158218195512	Chr01	Overall Density	1
0.850201095823878	0.313213466612865	Chr01	Overall Density	1
0.851985456245983	0.302882425179784	Chr01	Overall Density	1
0.853769816668088	0.290339861754011	Chr01	Overall Density	1
0.855554177090193	0.27686037056558	Chr01	Overall Density	1
0.857338537512298	0.263625070615943	Chr01	Overall Density	1
0.859122897934403	0.251606970447847	Chr01	Overall Density	1
0.860907258356507	0.241547601565155	Chr01	Overall Density	1
0.862691618778613	0.234005910847161	Chr01	Overall Density	1
0.864475979200718	0.229436563808506	Chr01	Overall Density	1
0.866260339622822	0.228246774537691	Chr01	Overall Density	1
0.868044700044927	0.23079127060157	Chr01	Overall Density	1
0.869829060467032	0.237290735223904	Chr01	Overall Density	1
0.871613420889137	0.247691830928162	Chr01	Overall Density	1
0.873397781311242	0.261515988281438	Chr01	Overall Density	1
0.875182141733347	0.277759426347211	Chr01	Overall Density	1
0.876966502155452	0.294901855276626	Chr01	Overall Density	1
0.878750862577557	0.311055347196817	Chr01	Overall Density	1
0.880535222999662	0.324244015655681	Chr01	Overall Density	1
0.882319583421767	0.33248190186559	Chr01	Overall Density	1
0.884103943843872	0.334909238237045	Chr01	Overall Density	1
0.885888304265977	0.331504194889522	Chr01	Overall Density	1
0.887672664688082	0.323095690369201	Chr01	Overall Density	1
