x	y	label	clickSelects	showSelected2	showSelected
0.673549414035488	0.754465667281662	NC Roy	NC Roy	Chr01	NC Roy
0.909084989753341	0.823235352938432	NE3001	NE3001	Chr01	NE3001
0.698530459944957	0.113845255237031	Oakland	Oakland	Chr01	Oakland
0.479054128026048	0.306324054957274	Ogden	Ogden	Chr01	Ogden
0.76098307471863	0.844141514325213	Pella	Pella	Chr01	Pella
0.673549414035488	0.739835146327821	Perry	Perry	Chr01	Perry
0.909084989753341	0.827730459455039	PI 180.501	PI 180.501	Chr01	PI 180.501
0.693177378678642	0.151616853531002	PI398881	PI398881	Chr01	PI398881
0.712805343321797	0.782325321207629	PI404188A	PI404188A	Chr01	PI404188A
0.77168923725126	0.856774792072167	PI427136	PI427136	Chr01	PI427136
0.777042318517575	0.878265225318145	PI437169B	PI437169B	Chr01	PI437169B
0.711020982899692	0.709935931316647	PI507681B	PI507681B	Chr01	PI507681B
0.675333774457593	0.712653108405883	PI518751	PI518751	Chr01	PI518751
0.832357491602828	0.816072606757746	PI561370	PI561370	Chr01	PI561370
0.900163187642817	0.842156918769481	PI574486	PI574486	Chr01	PI574486
0.118613322760848	0.884498614674796	PI 88.788	PI 88.788	Chr01	PI 88.788
0.677118134879698	0.670955072820463	Pickett	Pickett	Chr01	Pickett
0.784179760205995	0.859404695418108	Prohio	Prohio	Chr01	Prohio
0.0829261143187494	0.77402680207737	Ralsoy	Ralsoy	Chr01	Ralsoy
0.677118134879698	0.67056025223042	Ransom	Ransom	Chr01	Ransom
0.673549414035488	0.739042416578467	Richland	Richland	Chr01	Richland
0.479054128026048	0.33558412292008	Roanoke	Roanoke	Chr01	Roanoke
0.712805343321797	0.747170755116929	S06-130640-2	S06-130640-2	Chr01	S06-130640-2
0.903731908487026	0.837980920115775	S06-13640	S06-13640	Chr01	S06-13640
0.714589703743902	0.806296383805579	S-100	S-100	Chr01	S-100
0.76098307471863	0.843417647900846	Shelby	Shelby	Chr01	Shelby
0.903731908487026	0.834592155189474	Skylla	Skylla	Chr01	Skylla
0.712805343321797	0.776923438758623	TN05-3027	TN05-3027	Chr01	TN05-3027
0.673549414035488	0.753611968669481	Tokyo	Tokyo	Chr01	Tokyo
0.479054128026048	0.200416919217081	Tracy	Tracy	Chr01	Tracy
0.711020982899692	0.725798730020434	U03-100612	U03-100612	Chr01	U03-100612
0.479054128026048	0.297326715169143	Volstate	Volstate	Chr01	Volstate
0.759198714296525	0.843563798025949	Wayne	Wayne	Chr01	Wayne
0.759198714296525	0.844499727940081	Williams	Williams	Chr01	Williams
0.773473597673365	0.854250164918485	Williams 82	Williams 82	Chr01	Williams 82
0.75741435387442	0.846326088896713	Woodworth	Woodworth	Chr01	Woodworth
0.120397683182953	0.883096913791723	York	York	Chr01	York
0.479054128026048	0.276923846593059	Young	Young	Chr01	Young
0.777042318517575	0.871077840093931	Zane	Zane	Chr01	Zane
0.242184457810431	0.752642486211865	4J105-3-4	4J105-3-4	Chr02	4J105-3-4
0.290985676379333	0.844894234932653	5601T	5601T	Chr02	5601T
0.245234533970987	0.856198863216505	5M20-2-5-2	5M20-2-5-2	Chr02	5M20-2-5-2
0.243709495890709	0.788582462571846	A3127	A3127	Chr02	A3127
0.226934077007649	0.0955349136776313	Adams	Adams	Chr02	Adams
0.708846110375554	0.830688953603992	A.K. (Harrow)	A.K. (Harrow)	Chr02	A.K. (Harrow)
0.243709495890709	0.810875085073474	Amcor	Amcor	Chr02	Amcor
0.210158658124589	0.769235375514102	Amsoy	Amsoy	Chr02	Amsoy
0.226934077007649	0.0481036268874274	Anderson	Anderson	Chr02	Anderson
0.104931030585395	0.828961592930096	Beeson	Beeson	Chr02	Beeson
0.164407515716244	0.838863674553923	Blackhawk	Blackhawk	Chr02	Blackhawk
0.226934077007649	0.154609315395273	Bonus	Bonus	Chr02	Bonus
0.208633620044311	0.810910112214708	Bragg	Bragg	Chr02	Bragg
0.243709495890709	0.806864862881334	Braxton	Braxton	Chr02	Braxton
0.757647328944456	0.822842479521663	Brim	Brim	Chr02	Brim
0.226934077007649	0.117724013004119	Calland	Calland	Chr02	Calland
0.243709495890709	0.795473310283319	Capital	Capital	Chr02	Capital
0.290985676379333	0.820838610275494	Centennial	Centennial	Chr02	Centennial
0.109506144826229	0.849649640980911	Chippewa	Chippewa	Chr02	Chippewa
0.243709495890709	0.803445539573297	CL0J095-4-6	CL0J095-4-6	Chr02	CL0J095-4-6
0.243709495890709	0.788573100168076	CL0J173-6-8	CL0J173-6-8	Chr02	CL0J173-6-8
0.226934077007649	0.0454545454545455	Clark	Clark	Chr02	Clark
0.208633620044311	0.774417979733304	Clemson	Clemson	Chr02	Clemson
0.690545653412216	0.264706985710263	CNS	CNS	Chr02	CNS
0.243709495890709	0.801848591656218	Cook	Cook	Chr02	Cook
0.243709495890709	0.794158318854174	Corsoy	Corsoy	Chr02	Corsoy
0.226934077007649	0.175402588284881	Cumberland	Cumberland	Chr02	Cumberland
0.226934077007649	0.118242594398239	Davis	Davis	Chr02	Davis
0.243709495890709	0.822348060554721	Dillon	Dillon	Chr02	Dillon
0.111031182906507	0.86818002104662	Dorman	Dorman	Chr02	Dorman
0.226934077007649	0.122799425753941	Douglas	Douglas	Chr02	Douglas
0.107981106745951	0.841892638436391	Dunfield	Dunfield	Chr02	Dunfield
0.243709495890709	0.787878155786817	Essex	Essex	Chr02	Essex
0.759172367024734	0.862694753752518	Ford	Ford	Chr02	Ford
0.243709495890709	0.790342198272932	Forrest	Forrest	Chr02	Forrest
0.208633620044311	0.816406098950357	Gasoy 17	Gasoy 17	Chr02	Gasoy 17
0.226934077007649	0.0774346569585073	Haberlandt	Haberlandt	Chr02	Haberlandt
0.109506144826229	0.817235498931415	Hagood	Hagood	Chr02	Hagood
0.208633620044311	0.789194731141147	Harcor	Harcor	Chr02	Harcor
0.243709495890709	0.784388731896711	Harosoy	Harosoy	Chr02	Harosoy
0.245234533970987	0.853407146967803	Hawkeye	Hawkeye	Chr02	Hawkeye
0.226934077007649	0.136554495398788	Hill	Hill	Chr02	Hill
0.226934077007649	0.089074257358208	Holladay	Holladay	Chr02	Holladay
0.226934077007649	0.0846500707027274	Hood	Hood	Chr02	Hood
0.242184457810431	0.766455170252709	HS6-3976	HS6-3976	Chr02	HS6-3976
0.560917416588571	0.827232670522488	Hutcheson	Hutcheson	Chr02	Hutcheson
0.245234533970987	0.848936684596435	IA3023	IA3023	Chr02	IA3023
0.707321072295276	0.80709174735775	Illini	Illini	Chr02	Illini
0.248284610131544	0.827554888925302	Jackson	Jackson	Chr02	Jackson
0.226934077007649	0.0936291084047043	Kanro	Kanro	Chr02	Kanro
0.106456068665673	0.823925890038622	Kent	Kent	Chr02	Kent
0.708846110375554	0.835864475577456	Lawrence	Lawrence	Chr02	Lawrence
0.690545653412216	0.253212545804182	LD00-3309	LD00-3309	Chr02	LD00-3309
0.762222443185291	0.819885635329317	LD01-5907	LD01-5907	Chr02	LD01-5907
0.243709495890709	0.825252194897478	LD02-4485	LD02-4485	Chr02	LD02-4485
0.733246719660005	0.828338017472427	LD02-9050	LD02-9050	Chr02	LD02-9050
0.208633620044311	0.802840872843815	Lee	Lee	Chr02	Lee
0.0698551547389964	0.829504278001201	LG00-3372	LG00-3372	Chr02	LG00-3372
0.242184457810431	0.780340692478638	LG03-2979	LG03-2979	Chr02	LG03-2979
0.245234533970987	0.850607094598203	LG03-3191	LG03-3191	Chr02	LG03-3191
0.245234533970987	0.848973147193048	LG04-4717	LG04-4717	Chr02	LG04-4717
0.243709495890709	0.809759149199693	LG04-6000	LG04-6000	Chr02	LG04-6000
0.242184457810431	0.781750600503957	LG05-4292	LG05-4292	Chr02	LG05-4292
0.243709495890709	0.823032071044573	LG05-4317	LG05-4317	Chr02	LG05-4317
0.243709495890709	0.789893002554221	LG05-4464	LG05-4464	Chr02	LG05-4464
0.242184457810431	0.772672267150633	LG05-4832	LG05-4832	Chr02	LG05-4832
0.765272519345847	0.821409186759838	LG90-2550	LG90-2550	Chr02	LG90-2550
0.245234533970987	0.833322192846676	LG92-1255	LG92-1255	Chr02	LG92-1255
0.208633620044311	0.790503440335682	LG94-1128	LG94-1128	Chr02	LG94-1128
0.107981106745951	0.840536405696938	LG94-1906	LG94-1906	Chr02	LG94-1906
0.757647328944456	0.854996379141716	LG97-7012	LG97-7012	Chr02	LG97-7012
0.208633620044311	0.798828036865567	LG98-1605	LG98-1605	Chr02	LG98-1605
0.112556220986785	0.846079830776848	Lincoln	Lincoln	Chr02	Lincoln
0.762222443185291	0.827678823838502	Magellan	Magellan	Chr02	Magellan
0.2513346862921	0.820983479164935	Mandarin	Mandarin	Chr02	Mandarin
0.731721681579727	0.800616822606503	Maverick	Maverick	Chr02	Maverick
0.705796034214998	0.765983379628178	Merit	Merit	Chr02	Merit
0.226934077007649	0.139765562284082	Mukden	Mukden	Chr02	Mukden
0.226934077007649	0.0738758086292519	NC Raleigh	NC Raleigh	Chr02	NC Raleigh
0.762222443185291	0.79799617510992	NC Roy	NC Roy	Chr02	NC Roy
0.245234533970987	0.839289930224713	NE3001	NE3001	Chr02	NE3001
0.226934077007649	0.137738504941667	Oakland	Oakland	Chr02	Oakland
0.243709495890709	0.799193442547645	Ogden	Ogden	Chr02	Ogden
0.226934077007649	0.122091317038312	Pella	Pella	Chr02	Pella
0.243709495890709	0.78158697736453	Perry	Perry	Chr02	Perry
0.226934077007649	0.0939796653553224	PI 180.501	PI 180.501	Chr02	PI 180.501
0.243709495890709	0.800779366851009	PI398881	PI398881	Chr02	PI398881
0.243709495890709	0.794146750303955	PI404188A	PI404188A	Chr02	PI404188A
0.0866305736220564	0.263590576481297	PI427136	PI427136	Chr02	PI427136
0.243709495890709	0.786681511625107	PI437169B	PI437169B	Chr02	PI437169B
0.243709495890709	0.816318644307552	PI507681B	PI507681B	Chr02	PI507681B
0.242184457810431	0.763736392953465	PI518751	PI518751	Chr02	PI518751
0.242184457810431	0.768027129401622	PI561370	PI561370	Chr02	PI561370
0.243709495890709	0.782838545232304	PI574486	PI574486	Chr02	PI574486
0.226934077007649	0.132648930291839	PI 88.788	PI 88.788	Chr02	PI 88.788
0.208633620044311	0.77901696094038	Pickett	Pickett	Chr02	Pickett
0.243709495890709	0.798616943812959	Prohio	Prohio	Chr02	Prohio
0.226934077007649	0.154502542763714	Ralsoy	Ralsoy	Chr02	Ralsoy
0.534991769223842	0.801263433538678	Ransom	Ransom	Chr02	Ransom
0.208633620044311	0.787902628131874	Richland	Richland	Chr02	Richland
0.226934077007649	0.0474056212651797	Roanoke	Roanoke	Chr02	Roanoke
0.208633620044311	0.794419525896588	S06-130640-2	S06-130640-2	Chr02	S06-130640-2
0.736296795820562	0.840447378491611	S06-13640	S06-13640	Chr02	S06-13640
0.242184457810431	0.772498660519115	S-100	S-100	Chr02	S-100
0.226934077007649	0.0498469435773446	Shelby	Shelby	Chr02	Shelby
0.243709495890709	0.794897052551262	Skylla	Skylla	Chr02	Skylla
0.242184457810431	0.769247360690456	TN05-3027	TN05-3027	Chr02	TN05-3027
0.242184457810431	0.769376551815173	Tokyo	Tokyo	Chr02	Tokyo
0.759172367024734	0.801405339180284	Tracy	Tracy	Chr02	Tracy
0.245234533970987	0.84521401078303	U03-100612	U03-100612	Chr02	U03-100612
0.226934077007649	0.0571032100649338	Volstate	Volstate	Chr02	Volstate
0.226934077007649	0.0465918197849554	Wayne	Wayne	Chr02	Wayne
0.226934077007649	0.137783566718718	Williams	Williams	Chr02	Williams
0.114081259067064	0.79750527442918	Williams 82	Williams 82	Chr02	Williams 82
0.226934077007649	0.0958674991565608	Woodworth	Woodworth	Chr02	Woodworth
0.226934077007649	0.115402341035241	York	York	Chr02	York
0.533466731143564	0.866327284598931	Young	Young	Chr02	Young
0.226934077007649	0.0939480688392485	Zane	Zane	Chr02	Zane
0.180582775515759	0.678731519434303	4J105-3-4	4J105-3-4	Chr03	4J105-3-4
0.160457294442813	0.183143915903621	5601T	5601T	Chr03	5601T
0.148957019543986	0.65302752908682	5M20-2-5-2	5M20-2-5-2	Chr03	5M20-2-5-2
0.127394004108686	0.225236598923463	A3127	A3127	Chr03	A3127
0.146081950819279	0.284170107418465	Adams	Adams	Chr03	Adams
0.148957019543986	0.680645781426406	A.K. (Harrow)	A.K. (Harrow)	Chr03	A.K. (Harrow)
0.134581675920452	0.177996381486615	Amcor	Amcor	Chr03	Amcor
0.147519485181632	0.310776116815305	Amsoy	Amsoy	Chr03	Amsoy
0.0885805763251456	0.734992916424958	Anderson	Anderson	Chr03	Anderson
0.134581675920452	0.187605710664769	Beeson	Beeson	Chr03	Beeson
0.134581675920452	0.169224205766926	Blackhawk	Blackhawk	Chr03	Blackhawk
0.148957019543986	0.309212854118706	Bonus	Bonus	Chr03	Bonus
0.148957019543986	0.723714278873008	Bragg	Bragg	Chr03	Bragg
0.148957019543986	0.723537685625397	Braxton	Braxton	Chr03	Braxton
0.148957019543986	0.723714278873008	Brim	Brim	Chr03	Brim
0.134581675920452	0.148138979227043	Calland	Calland	Chr03	Calland
0.148957019543986	0.71696744881886	Capital	Capital	Chr03	Capital
0.159019760080459	0.263197052570857	Centennial	Centennial	Chr03	Centennial
0.453714304362893	0.726498111662689	Chippewa	Chippewa	Chr03	Chippewa
0.148957019543986	0.696181991395822	CL0J095-4-6	CL0J095-4-6	Chr03	CL0J095-4-6
0.124518935383979	0.658776332363603	CL0J173-6-8	CL0J173-6-8	Chr03	CL0J173-6-8
0.127394004108686	0.234550781616157	Clark	Clark	Chr03	Clark
0.150394553906339	0.291480261026755	Clemson	Clemson	Chr03	Clemson
0.160457294442813	0.189885515059988	CNS	CNS	Chr03	CNS
0.148957019543986	0.723714278873008	Cook	Cook	Chr03	Cook
0.134581675920452	0.145363479291347	Corsoy	Corsoy	Chr03	Corsoy
0.134581675920452	0.138487259508697	Cumberland	Cumberland	Chr03	Cumberland
0.148957019543986	0.723714278873008	Davis	Davis	Chr03	Davis
0.0885805763251456	0.82987051478207	Dillon	Dillon	Chr03	Dillon
0.147519485181632	0.290921561666202	Dorman	Dorman	Chr03	Dorman
0.136019210282806	0.215955981780493	Douglas	Douglas	Chr03	Douglas
0.0900181106874989	0.712560836933624	Dunfield	Dunfield	Chr03	Dunfield
0.123081401021626	0.680490953107115	Essex	Essex	Chr03	Essex
0.148957019543986	0.718192286250776	Ford	Ford	Chr03	Ford
0.0885805763251456	0.822133601877262	Forrest	Forrest	Chr03	Forrest
0.148957019543986	0.723334194175068	Gasoy 17	Gasoy 17	Chr03	Gasoy 17
0.485340060334667	0.753401272041495	Haberlandt	Haberlandt	Chr03	Haberlandt
0.0972057824992656	0.766301680078039	Hagood	Hagood	Chr03	Hagood
0.134581675920452	0.171480198686098	Harcor	Harcor	Chr03	Harcor
0.150394553906339	0.609463580583784	Harosoy	Harosoy	Chr03	Harosoy
0.134581675920452	0.227084383257627	Hawkeye	Hawkeye	Chr03	Hawkeye
0.0885805763251456	0.779057964136135	Hill	Hill	Chr03	Hill
0.148957019543986	0.722659893653523	Holladay	Holladay	Chr03	Holladay
0.153269622631046	0.641234948756489	Hood	Hood	Chr03	Hood
0.148957019543986	0.704163354777351	HS6-3976	HS6-3976	Chr03	HS6-3976
0.160457294442813	0.167496834172434	Hutcheson	Hutcheson	Chr03	Hutcheson
0.160457294442813	0.181544949672189	IA3023	IA3023	Chr03	IA3023
0.148957019543986	0.677367423535926	Illini	Illini	Chr03	Illini
0.148957019543986	0.722886407854021	Jackson	Jackson	Chr03	Jackson
0.148957019543986	0.723153174959525	Kanro	Kanro	Chr03	Kanro
0.146081950819279	0.266654467515887	Kent	Kent	Chr03	Kent
0.0885805763251456	0.391719196750644	Lawrence	Lawrence	Chr03	Lawrence
0.0900181106874989	0.408352025758465	LD00-3309	LD00-3309	Chr03	LD00-3309
0.732595970659441	0.658408762042975	LD01-5907	LD01-5907	Chr03	LD01-5907
0.148957019543986	0.716783321179542	LD02-4485	LD02-4485	Chr03	LD02-4485
0.729720901934734	0.794034202895962	LD02-9050	LD02-9050	Chr03	LD02-9050
0.160457294442813	0.294165391239584	Lee	Lee	Chr03	Lee
0.148957019543986	0.709976133149964	LG00-3372	LG00-3372	Chr03	LG00-3372
0.0885805763251456	0.388949776793532	LG03-2979	LG03-2979	Chr03	LG03-2979
0.136019210282806	0.282792831697129	LG03-3191	LG03-3191	Chr03	LG03-3191
0.160457294442813	0.244369053196964	LG04-4717	LG04-4717	Chr03	LG04-4717
0.123081401021626	0.682140167275535	LG04-6000	LG04-6000	Chr03	LG04-6000
0.144644416456926	0.304485195825246	LG05-4292	LG05-4292	Chr03	LG05-4292
0.0885805763251456	0.405180019085511	LG05-4317	LG05-4317	Chr03	LG05-4317
0.111581126122799	0.712014196991802	LG05-4464	LG05-4464	Chr03	LG05-4464
0.160457294442813	0.315351999880196	LG05-4832	LG05-4832	Chr03	LG05-4832
0.124518935383979	0.659097796780701	LG90-2550	LG90-2550	Chr03	LG90-2550
0.124518935383979	0.654851904569029	LG92-1255	LG92-1255	Chr03	LG92-1255
0.100080851223972	0.72318824124319	LG94-1128	LG94-1128	Chr03	LG94-1128
0.098643316861619	0.739970631925242	LG94-1906	LG94-1906	Chr03	LG94-1906
0.729720901934734	0.93618863783471	LG97-7012	LG97-7012	Chr03	LG97-7012
0.148957019543986	0.705515022013379	LG98-1605	LG98-1605	Chr03	LG98-1605
0.453714304362893	0.730369374232527	Lincoln	Lincoln	Chr03	Lincoln
0.734033505021794	0.849595228530273	Magellan	Magellan	Chr03	Magellan
0.134581675920452	0.16607410191949	Mandarin	Mandarin	Chr03	Mandarin
0.735471039384148	0.786252547222867	Maverick	Maverick	Chr03	Maverick
0.161894828805166	0.221368266997466	Merit	Merit	Chr03	Merit
0.485340060334667	0.719183110874957	Mukden	Mukden	Chr03	Mukden
0.134581675920452	0.187002917302279	NC Raleigh	NC Raleigh	Chr03	NC Raleigh
0.148957019543986	0.723042927207431	NC Roy	NC Roy	Chr03	NC Roy
0.123081401021626	0.663072907984458	NE3001	NE3001	Chr03	NE3001
0.134581675920452	0.15567191058941	Oakland	Oakland	Chr03	Oakland
0.0900181106874989	0.737226046111397	Ogden	Ogden	Chr03	Ogden
0.134581675920452	0.15907745603932	Pella	Pella	Chr03	Pella
0.098643316861619	0.684986444059494	Perry	Perry	Chr03	Perry
0.161894828805166	0.270567223451418	PI 180.501	PI 180.501	Chr03	PI 180.501
0.148957019543986	0.716631322377506	PI398881	PI398881	Chr03	PI398881
0.148957019543986	0.684612009334132	PI404188A	PI404188A	Chr03	PI404188A
0.159019760080459	0.209261410540841	PI427136	PI427136	Chr03	PI427136
0.120206332296919	0.281185228263501	PI437169B	PI437169B	Chr03	PI437169B
0.148957019543986	0.720206896071267	PI507681B	PI507681B	Chr03	PI507681B
0.151832088268692	0.347200844235192	PI518751	PI518751	Chr03	PI518751
0.134581675920452	0.171419439179873	PI561370	PI561370	Chr03	PI561370
0.150394553906339	0.721809414562229	PI574486	PI574486	Chr03	PI574486
0.0885805763251456	0.732186914751434	PI 88.788	PI 88.788	Chr03	PI 88.788
0.160457294442813	0.212856367815099	Pickett	Pickett	Chr03	Pickett
0.48246499160996	0.736455433875654	Prohio	Prohio	Chr03	Prohio
0.144644416456926	0.279695001272737	Ralsoy	Ralsoy	Chr03	Ralsoy
0.0885805763251456	0.824439252644113	Ransom	Ransom	Chr03	Ransom
0.134581675920452	0.158843609144114	Richland	Richland	Chr03	Richland
0.148957019543986	0.723714278873008	Roanoke	Roanoke	Chr03	Roanoke
0.134581675920452	0.237910176790617	S06-130640-2	S06-130640-2	Chr03	S06-130640-2
0.100080851223972	0.736982287349028	S06-13640	S06-13640	Chr03	S06-13640
0.136019210282806	0.316824896719139	S-100	S-100	Chr03	S-100
0.127394004108686	0.277629742548714	Shelby	Shelby	Chr03	Shelby
0.148957019543986	0.716288114237324	Skylla	Skylla	Chr03	Skylla
0.124518935383979	0.64539302635684	TN05-3027	TN05-3027	Chr03	TN05-3027
0.148957019543986	0.723182505508806	Tokyo	Tokyo	Chr03	Tokyo
0.134581675920452	0.227414446470701	Tracy	Tracy	Chr03	Tracy
0.124518935383979	0.629369983704247	U03-100612	U03-100612	Chr03	U03-100612
0.146081950819279	0.273403844032526	Volstate	Volstate	Chr03	Volstate
0.161894828805166	0.178185793802737	Wayne	Wayne	Chr03	Wayne
0.137456744645159	0.198883829457072	Williams	Williams	Chr03	Williams
0.137456744645159	0.223429477061267	Williams 82	Williams 82	Chr03	Williams 82
0.127394004108686	0.274984638956293	Woodworth	Woodworth	Chr03	Woodworth
0.134581675920452	0.177518274654437	York	York	Chr03	York
0.148957019543986	0.723714278873008	Young	Young	Chr03	Young
0.134581675920452	0.138689575210758	Zane	Zane	Chr03	Zane
0.841660809968723	0.342522563209996	4J105-3-4	4J105-3-4	Chr04	4J105-3-4
0.178703940962083	0.345902131437189	5601T	5601T	Chr04	5601T
0.274117088362543	0.747372377101411	5M20-2-5-2	5M20-2-5-2	Chr04	5M20-2-5-2
0.178703940962083	0.334453622777466	A3127	A3127	Chr04	A3127
0.399141212542455	0.853018887152711	Adams	Adams	Chr04	Adams
0.318533553531722	0.848240562592077	A.K. (Harrow)	A.K. (Harrow)	Chr04	A.K. (Harrow)
0.75776304242694	0.856838938853505	Amcor	Amcor	Chr04	Amcor
0.75776304242694	0.858387493999199	Amsoy	Amsoy	Chr04	Amsoy
0.40078626680798	0.846759937561083	Anderson	Anderson	Chr04	Anderson
0.843305864234248	0.32902852671101	Beeson	Beeson	Chr04	Beeson
0.29879290234542	0.84077682223497	Blackhawk	Blackhawk	Chr04	Blackhawk
