colour	fill	x	y	group	clickSelects	ymin	ymax	xmin	xmax
#999999	#999999	0.0567479792292148	0.0522089789875216	1	Chr01	0.0454545454545455	0.0522089789875216	0.0567479792292148	0.0567479792292148
#999999	#999999	0.0568545210572778	0.0518238251380642	1	Chr01	0.0454545454545455	0.0518238251380642	0.0568545210572778	0.0568545210572778
#999999	#999999	0.0569610628853407	0.0514491074205864	1	Chr01	0.0454545454545455	0.0514491074205864	0.0569610628853407	0.0569610628853407
#999999	#999999	0.0570676047134036	0.0511428982838536	1	Chr01	0.0454545454545455	0.0511428982838536	0.0570676047134036	0.0570676047134036
#999999	#999999	0.0571741465414665	0.050947752731423	1	Chr01	0.0454545454545455	0.050947752731423	0.0571741465414665	0.0571741465414665
#999999	#999999	0.0572806883695294	0.0508825522647305	1	Chr01	0.0454545454545455	0.0508825522647305	0.0572806883695294	0.0572806883695294
#999999	#999999	0.0573872301975924	0.0509397460758928	1	Chr01	0.0454545454545455	0.0509397460758928	0.0573872301975924	0.0573872301975924
#999999	#999999	0.0574937720256553	0.0510881489132604	1	Chr01	0.0454545454545455	0.0510881489132604	0.0574937720256553	0.0574937720256553
#999999	#999999	0.0576003138537182	0.0512803667231325	1	Chr01	0.0454545454545455	0.0512803667231325	0.0576003138537182	0.0576003138537182
#999999	#999999	0.0577068556817811	0.0514631193899641	1	Chr01	0.0454545454545455	0.0514631193899641	0.0577068556817811	0.0577068556817811
#999999	#999999	0.057813397509844	0.0515860461765517	1	Chr01	0.0454545454545455	0.0515860461765517	0.057813397509844	0.057813397509844
#999999	#999999	0.0579199393379069	0.0516126820886417	1	Chr01	0.0454545454545455	0.0516126820886417	0.0579199393379069	0.0579199393379069
#999999	#999999	0.0580264811659699	0.0515391013564123	1	Chr01	0.0454545454545455	0.0515391013564123	0.0580264811659699	0.0580264811659699
#999999	#999999	0.0581330229940328	0.0513797596132757	1	Chr01	0.0454545454545455	0.0513797596132757	0.0581330229940328	0.0581330229940328
#999999	#999999	0.0582395648220957	0.0511654476132754	1	Chr01	0.0454545454545455	0.0511654476132754	0.0582395648220957	0.0582395648220957
#999999	#999999	0.0583461066501586	0.0509353276714521	1	Chr01	0.0454545454545455	0.0509353276714521	0.0583461066501586	0.0583461066501586
#999999	#999999	0.0584526484782215	0.0507277428759592	1	Chr01	0.0454545454545455	0.0507277428759592	0.0584526484782215	0.0584526484782215
#999999	#999999	0.0585591903062845	0.050571756385151	1	Chr01	0.0454545454545455	0.050571756385151	0.0585591903062845	0.0585591903062845
#999999	#999999	0.0586657321343474	0.0504811134751587	1	Chr01	0.0454545454545455	0.0504811134751587	0.0586657321343474	0.0586657321343474
#999999	#999999	0.0587722739624103	0.0504517178545719	1	Chr01	0.0454545454545455	0.0504517178545719	0.0587722739624103	0.0587722739624103
#999999	#999999	0.0588788157904732	0.0504629285454087	1	Chr01	0.0454545454545455	0.0504629285454087	0.0588788157904732	0.0588788157904732
#999999	#999999	0.0589853576185361	0.050482198978799	1	Chr01	0.0454545454545455	0.050482198978799	0.0589853576185361	0.0589853576185361
#999999	#999999	0.0590918994465991	0.0504719607463775	1	Chr01	0.0454545454545455	0.0504719607463775	0.0590918994465991	0.0590918994465991
#999999	#999999	0.059198441274662	0.0503973052448324	1	Chr01	0.0454545454545455	0.0503973052448324	0.059198441274662	0.059198441274662
#999999	#999999	0.0593049831027249	0.0502329630976758	1	Chr01	0.0454545454545455	0.0502329630976758	0.0593049831027249	0.0593049831027249
#999999	#999999	0.0594115249307878	0.049968282144834	1	Chr01	0.0454545454545455	0.049968282144834	0.0594115249307878	0.0594115249307878
#999999	#999999	0.0595180667588507	0.0496052914931111	1	Chr01	0.0454545454545455	0.0496052914931111	0.0595180667588507	0.0595180667588507
#999999	#999999	0.0596246085869137	0.0491732018741887	1	Chr01	0.0454545454545455	0.0491732018741887	0.0596246085869137	0.0596246085869137
#999999	#999999	0.0597311504149766	0.0487068567308897	1	Chr01	0.0454545454545455	0.0487068567308897	0.0597311504149766	0.0597311504149766
#999999	#999999	0.0598376922430395	0.0482422175022095	1	Chr01	0.0454545454545455	0.0482422175022095	0.0598376922430395	0.0598376922430395
#999999	#999999	0.0599442340711024	0.0478118248476138	1	Chr01	0.0454545454545455	0.0478118248476138	0.0599442340711024	0.0599442340711024
#999999	#999999	0.0600507758991653	0.0474407525795865	1	Chr01	0.0454545454545455	0.0474407525795865	0.0600507758991653	0.0600507758991653
#999999	#999999	0.0601573177272282	0.047145211347769	1	Chr01	0.0454545454545455	0.047145211347769	0.0601573177272282	0.0601573177272282
#999999	#999999	0.0602638595552912	0.0469337088413363	1	Chr01	0.0454545454545455	0.0469337088413363	0.0602638595552912	0.0602638595552912
#999999	#999999	0.0603704013833541	0.0468099168828844	1	Chr01	0.0454545454545455	0.0468099168828844	0.0603704013833541	0.0603704013833541
#999999	#999999	0.060476943211417	0.0467759776286782	1	Chr01	0.0454545454545455	0.0467759776286782	0.060476943211417	0.060476943211417
#999999	#999999	0.0605834850394799	0.0468350080016333	1	Chr01	0.0454545454545455	0.0468350080016333	0.0605834850394799	0.0605834850394799
#999999	#999999	0.0606900268675428	0.0469919749236212	1	Chr01	0.0454545454545455	0.0469919749236212	0.0606900268675428	0.0606900268675428
#999999	#999999	0.0607965686956058	0.0472527253958364	1	Chr01	0.0454545454545455	0.0472527253958364	0.0607965686956058	0.0607965686956058
#999999	#999999	0.0609031105236687	0.0476215243511199	1	Chr01	0.0454545454545455	0.0476215243511199	0.0609031105236687	0.0609031105236687
#999999	#999999	0.0610096523517316	0.0480977848908298	1	Chr01	0.0454545454545455	0.0480977848908298	0.0610096523517316	0.0610096523517316
#999999	#999999	0.0611161941797945	0.0486741472763404	1	Chr01	0.0454545454545455	0.0486741472763404	0.0611161941797945	0.0611161941797945
#999999	#999999	0.0612227360078574	0.0493298635073785	1	Chr01	0.0454545454545455	0.0493298635073785	0.0612227360078574	0.0612227360078574
#999999	#999999	0.0613292778359203	0.0500233834506196	1	Chr01	0.0454545454545455	0.0500233834506196	0.0613292778359203	0.0613292778359203
#999999	#999999	0.0614358196639833	0.0507061445469386	1	Chr01	0.0454545454545455	0.0507061445469386	0.0614358196639833	0.0614358196639833
#999999	#999999	0.0615423614920462	0.0513206919941482	1	Chr01	0.0454545454545455	0.0513206919941482	0.0615423614920462	0.0615423614920462
#999999	#999999	0.0616489033201091	0.0518072371534225	1	Chr01	0.0454545454545455	0.0518072371534225	0.0616489033201091	0.0616489033201091
#999999	#999999	0.061755445148172	0.0521127016783008	1	Chr01	0.0454545454545455	0.0521127016783008	0.061755445148172	0.061755445148172
#999999	#999999	0.0618619869762349	0.0522005687983513	1	Chr01	0.0454545454545455	0.0522005687983513	0.0618619869762349	0.0618619869762349
#999999	#999999	0.0619685288042979	0.052059100680367	1	Chr01	0.0454545454545455	0.052059100680367	0.0619685288042979	0.0619685288042979
#999999	#999999	0.0620750706323608	0.0517055072160017	1	Chr01	0.0454545454545455	0.0517055072160017	0.0620750706323608	0.0620750706323608
#999999	#999999	0.0621816124604237	0.0511845811926427	1	Chr01	0.0454545454545455	0.0511845811926427	0.0621816124604237	0.0621816124604237
#999999	#999999	0.0622881542884866	0.0505618662234898	1	Chr01	0.0454545454545455	0.0505618662234898	0.0622881542884866	0.0622881542884866
#999999	#999999	0.0623946961165495	0.0499130324983056	1	Chr01	0.0454545454545455	0.0499130324983056	0.0623946961165495	0.0623946961165495
#999999	#999999	0.0625012379446124	0.049312176201449	1	Chr01	0.0454545454545455	0.049312176201449	0.0625012379446124	0.0625012379446124
#999999	#999999	0.0626077797726754	0.0488218034780721	1	Chr01	0.0454545454545455	0.0488218034780721	0.0626077797726754	0.0626077797726754
#999999	#999999	0.0627143216007383	0.0484862906680671	1	Chr01	0.0454545454545455	0.0484862906680671	0.0627143216007383	0.0627143216007383
#999999	#999999	0.0628208634288012	0.048338557321358	1	Chr01	0.0454545454545455	0.048338557321358	0.0628208634288012	0.0628208634288012
#999999	#999999	0.0629274052568641	0.0483721893526932	1	Chr01	0.0454545454545455	0.0483721893526932	0.0629274052568641	0.0629274052568641
#999999	#999999	0.063033947084927	0.0485613150706588	1	Chr01	0.0454545454545455	0.0485613150706588	0.063033947084927	0.063033947084927
#999999	#999999	0.06314048891299	0.0488663390723422	1	Chr01	0.0454545454545455	0.0488663390723422	0.06314048891299	0.06314048891299
#999999	#999999	0.0632470307410529	0.0492336824068212	1	Chr01	0.0454545454545455	0.0492336824068212	0.0632470307410529	0.0632470307410529
#999999	#999999	0.0633535725691158	0.0496016117412779	1	Chr01	0.0454545454545455	0.0496016117412779	0.0633535725691158	0.0633535725691158
#999999	#999999	0.0634601143971787	0.0499086364683148	1	Chr01	0.0454545454545455	0.0499086364683148	0.0634601143971787	0.0634601143971787
#999999	#999999	0.0635666562252416	0.0501033115080021	1	Chr01	0.0454545454545455	0.0501033115080021	0.0635666562252416	0.0635666562252416
#999999	#999999	0.0636731980533046	0.0501532180422337	1	Chr01	0.0454545454545455	0.0501532180422337	0.0636731980533046	0.0636731980533046
#999999	#999999	0.0637797398813675	0.050050621445379	1	Chr01	0.0454545454545455	0.050050621445379	0.0637797398813675	0.0637797398813675
#999999	#999999	0.0638862817094304	0.0498130046837562	1	Chr01	0.0454545454545455	0.0498130046837562	0.0638862817094304	0.0638862817094304
#999999	#999999	0.0639928235374933	0.0494781140930741	1	Chr01	0.0454545454545455	0.0494781140930741	0.0639928235374933	0.0639928235374933
#999999	#999999	0.0640993653655562	0.0490948036360493	1	Chr01	0.0454545454545455	0.0490948036360493	0.0640993653655562	0.0640993653655562
#999999	#999999	0.0642059071936192	0.048712207269394	1	Chr01	0.0454545454545455	0.048712207269394	0.0642059071936192	0.0642059071936192
#999999	#999999	0.0643124490216821	0.0483701443317054	1	Chr01	0.0454545454545455	0.0483701443317054	0.0643124490216821	0.0643124490216821
#999999	#999999	0.064418990849745	0.048094032179479	1	Chr01	0.0454545454545455	0.048094032179479	0.064418990849745	0.064418990849745
#999999	#999999	0.0645255326778079	0.0478939288996917	1	Chr01	0.0454545454545455	0.0478939288996917	0.0645255326778079	0.0645255326778079
#999999	#999999	0.0646320745058708	0.0477565837394106	1	Chr01	0.0454545454545455	0.0477565837394106	0.0646320745058708	0.0646320745058708
#999999	#999999	0.0647386163339337	0.0476652784228524	1	Chr01	0.0454545454545455	0.0476652784228524	0.0647386163339337	0.0647386163339337
#999999	#999999	0.0648451581619967	0.0476012136200778	1	Chr01	0.0454545454545455	0.0476012136200778	0.0648451581619967	0.0648451581619967
#999999	#999999	0.0649516999900596	0.0475476618132747	1	Chr01	0.0454545454545455	0.0475476618132747	0.0649516999900596	0.0649516999900596
#999999	#999999	0.0650582418181225	0.0474925995594745	1	Chr01	0.0454545454545455	0.0474925995594745	0.0650582418181225	0.0650582418181225
#999999	#999999	0.0651647836461854	0.0474298711730743	1	Chr01	0.0454545454545455	0.0474298711730743	0.0651647836461854	0.0651647836461854
#999999	#999999	0.0652713254742483	0.0473591278034498	1	Chr01	0.0454545454545455	0.0473591278034498	0.0652713254742483	0.0652713254742483
#999999	#999999	0.0653778673023113	0.0472848167563214	1	Chr01	0.0454545454545455	0.0472848167563214	0.0653778673023113	0.0653778673023113
#999999	#999999	0.0654844091303742	0.0472144680701341	1	Chr01	0.0454545454545455	0.0472144680701341	0.0654844091303742	0.0654844091303742
#999999	#999999	0.0655909509584371	0.0471565234865159	1	Chr01	0.0454545454545455	0.0471565234865159	0.0655909509584371	0.0655909509584371
#999999	#999999	0.0656974927865	0.047118012574906	1	Chr01	0.0454545454545455	0.047118012574906	0.0656974927865	0.0656974927865
#999999	#999999	0.0658040346145629	0.0471024795797182	1	Chr01	0.0454545454545455	0.0471024795797182	0.0658040346145629	0.0658040346145629
#999999	#999999	0.0659105764426259	0.047108635034496	1	Chr01	0.0454545454545455	0.047108635034496	0.0659105764426259	0.0659105764426259
#999999	#999999	0.0660171182706888	0.0471301659432929	1	Chr01	0.0454545454545455	0.0471301659432929	0.0660171182706888	0.0660171182706888
#999999	#999999	0.0661236600987517	0.0471565760083408	1	Chr01	0.0454545454545455	0.0471565760083408	0.0661236600987517	0.0661236600987517
#999999	#999999	0.0662302019268146	0.0471753698043922	1	Chr01	0.0454545454545455	0.0471753698043922	0.0662302019268146	0.0662302019268146
#999999	#999999	0.0663367437548775	0.0471778875884201	1	Chr01	0.0454545454545455	0.0471778875884201	0.0663367437548775	0.0663367437548775
#999999	#999999	0.0664432855829405	0.0471607619990903	1	Chr01	0.0454545454545455	0.0471607619990903	0.0664432855829405	0.0664432855829405
#999999	#999999	0.0665498274110034	0.0471268919010299	1	Chr01	0.0454545454545455	0.0471268919010299	0.0665498274110034	0.0665498274110034
#999999	#999999	0.0666563692390663	0.0470850569195748	1	Chr01	0.0454545454545455	0.0470850569195748	0.0666563692390663	0.0666563692390663
#999999	#999999	0.0667629110671292	0.0470483719326347	1	Chr01	0.0454545454545455	0.0470483719326347	0.0667629110671292	0.0667629110671292
#999999	#999999	0.0668694528951921	0.0470322184963936	1	Chr01	0.0454545454545455	0.0470322184963936	0.0668694528951921	0.0668694528951921
#999999	#999999	0.066975994723255	0.0470523525724661	1	Chr01	0.0454545454545455	0.0470523525724661	0.066975994723255	0.066975994723255
#999999	#999999	0.0670825365513179	0.0471237100839753	1	Chr01	0.0454545454545455	0.0471237100839753	0.0670825365513179	0.0670825365513179
