xmin	xmax	clickSelects	showSelected	group
0.292196776929601	0.299136402189837	PI404188A	Chr01	1741
0.299907471663197	0.306847096923433	LG05-4464	Chr01	1281
0.307618166396792	0.314557791657028	PI518751	Chr01	1821
0.315328861130388	0.322268486390624	PI437169B	Chr01	1781
0.323039555863983	0.329979181124219	LD00-3309	Chr01	1041
0.330750250597579	0.337689875857815	Hawkeye	Chr01	801
0.338460945331174	0.34540057059141	PI561370	Chr01	1841
0.34617164006477	0.353111265325006	LG05-4292	Chr01	1241
0.353882334798365	0.360821960058601	TN05-3027	Chr01	2121
0.361593029531961	0.368532654792197	CL0J095-4-6	Chr01	381
0.369303724265556	0.376243349525792	Ralsoy	Chr01	1941
0.377014418999152	0.383954044259388	PI427136	Chr01	1761
0.384725113732747	0.391664738992983	Douglas	Chr01	601
0.392435808466343	0.399375433726579	PI 88.788	Chr01	1881
0.400146503199938	0.407086128460174	Kanro	Chr01	981
0.407857197933534	0.41479682319377	A.K. (Harrow)	Chr01	101
0.415567892667129	0.422507517927365	Dorman	Chr01	581
0.423278587400725	0.430218212660961	U03-100612	Chr01	2181
0.43098928213432	0.437928907394556	Clemson	Chr01	441
0.438699976867916	0.445639602128152	PI 180.501	Chr01	1701
0.446410671601511	0.453350296861747	Bonus	Chr01	221
0.454121366335107	0.461060991595343	Haberlandt	Chr01	721
0.461832061068702	0.468771686328938	Illini	Chr01	941
0.469542755802298	0.476482381062534	Tokyo	Chr01	2141
0.477253450535893	0.484193075796129	LG03-2979	Chr01	1161
0.484964145269489	0.491903770529725	Dunfield	Chr01	621
0.492674840003084	0.49961446526332	Capital	Chr01	321
0.50038553473668	0.507325159996916	Forrest	Chr01	681
0.508096229470275	0.515035854730511	Hill	Chr01	821
0.515806924203871	0.522746549464107	Hutcheson	Chr01	901
0.523517618937466	0.530457244197702	Jackson	Chr01	961
0.531228313671062	0.538167938931298	Amsoy	Chr01	141
0.538939008404657	0.545878633664893	4J105-3-4	Chr01	1
0.546649703138253	0.553589328398489	Braxton	Chr01	261
0.554360397871848	0.561300023132084	Cook	Chr01	481
0.562071092605444	0.56901071786568	Perry	Chr01	1681
0.569781787339039	0.576721412599275	IA3023	Chr01	921
0.577492482072635	0.584432107332871	Pickett	Chr01	1901
0.58520317680623	0.592142802066466	Lincoln	Chr01	1441
0.592913871539826	0.599853496800062	Bragg	Chr01	241
0.600624566273421	0.607564191533657	Centennial	Chr01	341
0.608335261007017	0.615274886267253	Gasoy 17	Chr01	701
0.616045955740612	0.622985581000848	Harcor	Chr01	761
0.623756650474208	0.630696275734444	S-100	Chr01	2061
0.631467345207803	0.638406970468039	Tracy	Chr01	2161
0.639178039941399	0.646117665201635	5601T	Chr01	21
0.646888734674994	0.65382835993523	Amcor	Chr01	121
0.65459942940859	0.661539054668826	Hood	Chr01	861
0.662310124142185	0.669249749402421	Holladay	Chr01	841
0.670020818875781	0.676960444136017	S06-130640-2	Chr01	2021
0.677731513609376	0.684671138869612	Beeson	Chr01	181
0.685442208342972	0.692381833603208	Richland	Chr01	1981
0.693152903076567	0.700092528336803	CNS	Chr01	461
0.700863597810163	0.707803223070399	LG03-3191	Chr01	1181
0.708574292543758	0.715513917803994	Williams	Chr01	2241
0.716284987277354	0.72322461253759	Dillon	Chr01	561
0.723995682010949	0.730935307271185	Calland	Chr01	301
0.731706376744545	0.738646002004781	NC Roy	Chr01	1581
0.73941707147814	0.746356696738376	Wayne	Chr01	2221
0.747127766211736	0.754067391471972	Williams 82	Chr01	2261
0.754838460945331	0.761778086205567	Pella	Chr01	1661
0.762549155678927	0.769488780939163	York	Chr01	2301
0.770259850412522	0.777199475672758	Blackhawk	Chr01	201
0.777970545146118	0.784910170406354	NC Raleigh	Chr01	1561
0.785681239879713	0.792620865139949	Adams	Chr01	81
0.793391934613309	0.800331559873545	Cumberland	Chr01	521
0.801102629346904	0.80804225460714	Kent	Chr01	1001
0.8088133240805	0.815752949340736	Corsoy	Chr01	501
0.816524018814095	0.823463644074331	Oakland	Chr01	1621
0.824234713547691	0.831174338807927	Woodworth	Chr01	2281
0.831945408281286	0.838885033541522	Zane	Chr01	2341
0.839656103014882	0.846595728275118	Davis	Chr01	541
0.847366797748477	0.854306423008713	Shelby	Chr01	2081
0.855077492482073	0.862017117742309	Anderson	Chr01	161
0.862788187215668	0.869727812475904	Brim	Chr01	281
0.870498881949264	0.8774385072095	Chippewa	Chr01	361
0.878209576682859	0.885149201943095	A3127	Chr01	61
0.885920271416455	0.892859896676691	Mukden	Chr01	1541
0.89363096615005	0.900570591410286	Ogden	Chr01	1641
0.901341660883646	0.908281286143882	Ransom	Chr01	1961
0.909052355617241	0.915991980877477	Clark	Chr01	421
0.916763050350837	0.923702675611073	Volstate	Chr01	2201
0.924473745084432	0.931413370344668	Merit	Chr01	1521
0.932184439818028	0.939124065078264	Roanoke	Chr01	2001
0.939895134551623	0.946834759811859	Young	Chr01	2321
0.947605829285219	0.954545454545455	Mandarin	Chr01	1481
0.0454545454545455	0.0523941707147814	Magellan	Chr02	1462
0.053165240188141	0.0601048654483769	LD02-9050	Chr02	1102
0.0608759349217365	0.0678155601819724	S06-13640	Chr02	2042
0.0685866296553319	0.0755262549155679	Maverick	Chr02	1502
0.0762973243889274	0.0832369496491634	LG97-7012	Chr02	1402
0.0840080191225229	0.0909476443827589	LG98-1605	Chr02	1422
0.0917187138561184	0.0986583391163544	Skylla	Chr02	2102
0.0994294085897139	0.10636903384995	LG94-1128	Chr02	1362
0.107140103323309	0.114079728583545	LD01-5907	Chr02	1062
0.114850798056905	0.121790423317141	LG90-2550	Chr02	1322
0.1225614927905	0.129501118050736	NE3001	Chr02	1602
0.130272187524096	0.137211812784332	LG04-6000	Chr02	1222
0.137982882257691	0.144922507517927	LG00-3372	Chr02	1142
0.145693576991287	0.152633202251523	LD02-4485	Chr02	1082
0.153404271724882	0.160343896985118	LG94-1906	Chr02	1382
0.161114966458478	0.168054591718714	Lee	Chr02	1122
0.168825661192073	0.175765286452309	CL0J173-6-8	Chr02	402
0.176536355925669	0.183475981185905	Ford	Chr02	662
0.184247050659264	0.1911866759195	PI574486	Chr02	1862
0.19195774539286	0.198897370653096	LG05-4317	Chr02	1262
0.199668440126455	0.206608065386691	PI507681B	Chr02	1802
0.207379134860051	0.214318760120287	Essex	Chr02	642
0.215089829593646	0.222029454853882	Harosoy	Chr02	782
0.222800524327242	0.229740149587478	LG05-4464	Chr02	1282
0.230511219060837	0.237450844321073	Lawrence	Chr02	1022
0.238221913794433	0.245161539054669	PI398881	Chr02	1722
0.245932608528028	0.252872233788264	LG05-4832	Chr02	1302
0.253643303261624	0.26058292852186	PI404188A	Chr02	1742
0.261353997995219	0.268293623255455	Hagood	Chr02	742
0.269064692728815	0.276004317989051	Prohio	Chr02	1922
0.27677538746241	0.283715012722646	HS6-3976	Chr02	882
0.284486082196006	0.291425707456242	5M20-2-5-2	Chr02	42
0.292196776929601	0.299136402189837	LG92-1255	Chr02	1342
0.299907471663197	0.306847096923433	LG04-4717	Chr02	1202
0.307618166396792	0.314557791657028	TN05-3027	Chr02	2122
0.315328861130388	0.322268486390624	LG05-4292	Chr02	1242
0.323039555863983	0.329979181124219	PI561370	Chr02	1842
0.330750250597579	0.337689875857815	CL0J095-4-6	Chr02	382
0.338460945331174	0.34540057059141	PI518751	Chr02	1822
0.34617164006477	0.353111265325006	LD00-3309	Chr02	1042
0.353882334798365	0.360821960058601	PI437169B	Chr02	1782
0.361593029531961	0.368532654792197	LG03-2979	Chr02	1162
0.369303724265556	0.376243349525792	Dunfield	Chr02	622
0.377014418999152	0.383954044259388	Clemson	Chr02	442
0.384725113732747	0.391664738992983	NC Roy	Chr02	1582
0.392435808466343	0.399375433726579	Hill	Chr02	822
0.400146503199938	0.407086128460174	Capital	Chr02	322
0.407857197933534	0.41479682319377	Forrest	Chr02	682
0.415567892667129	0.422507517927365	Perry	Chr02	1682
0.423278587400725	0.430218212660961	PI427136	Chr02	1762
0.43098928213432	0.437928907394556	Ogden	Chr02	1642
0.438699976867916	0.445639602128152	U03-100612	Chr02	2182
0.446410671601511	0.453350296861747	4J105-3-4	Chr02	2
0.454121366335107	0.461060991595343	Brim	Chr02	282
0.461832061068702	0.468771686328938	Hawkeye	Chr02	802
0.469542755802298	0.476482381062534	Tracy	Chr02	2162
0.477253450535893	0.484193075796129	Bonus	Chr02	222
0.484964145269489	0.491903770529725	Harcor	Chr02	762
0.492674840003084	0.49961446526332	Richland	Chr02	1982
0.50038553473668	0.507325159996916	Gasoy 17	Chr02	702
0.508096229470275	0.515035854730511	Kanro	Chr02	982
0.515806924203871	0.522746549464107	Mukden	Chr02	1542
0.523517618937466	0.530457244197702	Braxton	Chr02	262
0.531228313671062	0.538167938931298	Tokyo	Chr02	2142
0.538939008404657	0.545878633664893	Davis	Chr02	542
0.546649703138253	0.553589328398489	Ralsoy	Chr02	1942
0.554360397871848	0.561300023132084	Young	Chr02	2322
0.562071092605444	0.56901071786568	Jackson	Chr02	962
0.569781787339039	0.576721412599275	Cook	Chr02	482
0.577492482072635	0.584432107332871	Chippewa	Chr02	362
0.58520317680623	0.592142802066466	Pickett	Chr02	1902
0.592913871539826	0.599853496800062	S-100	Chr02	2062
0.600624566273421	0.607564191533657	Corsoy	Chr02	502
0.608335261007017	0.615274886267253	CNS	Chr02	462
0.616045955740612	0.622985581000848	Holladay	Chr02	842
0.623756650474208	0.630696275734444	Lincoln	Chr02	1442
0.631467345207803	0.638406970468039	PI 88.788	Chr02	1882
0.639178039941399	0.646117665201635	Amsoy	Chr02	142
0.646888734674994	0.65382835993523	Dorman	Chr02	582
0.65459942940859	0.661539054668826	S06-130640-2	Chr02	2022
0.662310124142185	0.669249749402421	NC Raleigh	Chr02	1562
0.670020818875781	0.676960444136017	Ransom	Chr02	1962
0.677731513609376	0.684671138869612	Beeson	Chr02	182
0.685442208342972	0.692381833603208	Bragg	Chr02	242
0.693152903076567	0.700092528336803	Roanoke	Chr02	2002
0.700863597810163	0.707803223070399	York	Chr02	2302
0.708574292543758	0.715513917803994	Amcor	Chr02	122
0.716284987277354	0.72322461253759	Hood	Chr02	862
0.723995682010949	0.730935307271185	IA3023	Chr02	922
0.731706376744545	0.738646002004781	Dillon	Chr02	562
0.73941707147814	0.746356696738376	Hutcheson	Chr02	902
0.747127766211736	0.754067391471972	Kent	Chr02	1002
0.754838460945331	0.761778086205567	Merit	Chr02	1522
0.762549155678927	0.769488780939163	Illini	Chr02	942
0.770259850412522	0.777199475672758	LG03-3191	Chr02	1182
0.777970545146118	0.784910170406354	Haberlandt	Chr02	722
0.785681239879713	0.792620865139949	Volstate	Chr02	2202
0.793391934613309	0.800331559873545	Anderson	Chr02	162
0.801102629346904	0.80804225460714	Douglas	Chr02	602
0.8088133240805	0.815752949340736	Calland	Chr02	302
0.816524018814095	0.823463644074331	A.K. (Harrow)	Chr02	102
0.824234713547691	0.831174338807927	PI 180.501	Chr02	1702
0.831945408281286	0.838885033541522	A3127	Chr02	62
0.839656103014882	0.846595728275118	Blackhawk	Chr02	202
0.847366797748477	0.854306423008713	Adams	Chr02	82
0.855077492482073	0.862017117742309	Shelby	Chr02	2082
0.862788187215668	0.869727812475904	Centennial	Chr02	342
0.870498881949264	0.8774385072095	Mandarin	Chr02	1482
0.878209576682859	0.885149201943095	Zane	Chr02	2342
0.885920271416455	0.892859896676691	Clark	Chr02	422
0.89363096615005	0.900570591410286	Oakland	Chr02	1622
0.901341660883646	0.908281286143882	Pella	Chr02	1662
0.909052355617241	0.915991980877477	5601T	Chr02	22
0.916763050350837	0.923702675611073	Williams 82	Chr02	2262
0.924473745084432	0.931413370344668	Williams	Chr02	2242
0.932184439818028	0.939124065078264	Woodworth	Chr02	2282
0.939895134551623	0.946834759811859	Cumberland	Chr02	522
0.947605829285219	0.954545454545455	Wayne	Chr02	2222
0.0454545454545455	0.0523941707147814	Magellan	Chr03	1463
0.053165240188141	0.0601048654483769	S06-13640	Chr03	2043
0.0608759349217365	0.0678155601819724	LD02-9050	Chr03	1103
0.0685866296553319	0.0755262549155679	LG97-7012	Chr03	1403
0.0762973243889274	0.0832369496491634	Maverick	Chr03	1503
0.0840080191225229	0.0909476443827589	Skylla	Chr03	2103
0.0917187138561184	0.0986583391163544	LG94-1128	Chr03	1363
0.0994294085897139	0.10636903384995	LG98-1605	Chr03	1423
0.107140103323309	0.114079728583545	LD01-5907	Chr03	1063
0.114850798056905	0.121790423317141	NE3001	Chr03	1603
0.1225614927905	0.129501118050736	LG04-6000	Chr03	1223
0.130272187524096	0.137211812784332	LG90-2550	Chr03	1323
0.137982882257691	0.144922507517927	LG00-3372	Chr03	1143
0.145693576991287	0.152633202251523	HS6-3976	Chr03	883
0.153404271724882	0.160343896985118	PI507681B	Chr03	1803
0.161114966458478	0.168054591718714	LD02-4485	Chr03	1083
0.168825661192073	0.175765286452309	PI574486	Chr03	1863
0.176536355925669	0.183475981185905	Ford	Chr03	663
0.184247050659264	0.1911866759195	LG94-1906	Chr03	1383
0.19195774539286	0.198897370653096	PI404188A	Chr03	1743
0.199668440126455	0.206608065386691	PI398881	Chr03	1723
0.207379134860051	0.214318760120287	LG05-4317	Chr03	1263
0.215089829593646	0.222029454853882	PI561370	Chr03	1843
0.222800524327242	0.229740149587478	LG05-4292	Chr03	1243
0.230511219060837	0.237450844321073	LG03-3191	Chr03	1183
0.238221913794433	0.245161539054669	CL0J173-6-8	Chr03	403
0.245932608528028	0.252872233788264	S-100	Chr03	2063
0.253643303261624	0.26058292852186	Ralsoy	Chr03	1943
0.261353997995219	0.268293623255455	PI518751	Chr03	1823
0.269064692728815	0.276004317989051	Prohio	Chr03	1923
0.27677538746241	0.283715012722646	Lawrence	Chr03	1023
0.284486082196006	0.291425707456242	Capital	Chr03	323
0.292196776929601	0.299136402189837	Hood	Chr03	863
0.299907471663197	0.306847096923433	Lee	Chr03	1123
0.307618166396792	0.314557791657028	Lincoln	Chr03	1443
0.315328861130388	0.322268486390624	Illini	Chr03	943
0.323039555863983	0.329979181124219	Woodworth	Chr03	2283
0.330750250597579	0.337689875857815	Shelby	Chr03	2083
0.338460945331174	0.34540057059141	Chippewa	Chr03	363
0.34617164006477	0.353111265325006	S06-130640-2	Chr03	2023
0.353882334798365	0.360821960058601	LG92-1255	Chr03	1343
0.361593029531961	0.368532654792197	A.K. (Harrow)	Chr03	103
0.369303724265556	0.376243349525792	CL0J095-4-6	Chr03	383
0.377014418999152	0.383954044259388	Perry	Chr03	1683
0.384725113732747	0.391664738992983	NC Roy	Chr03	1583
0.392435808466343	0.399375433726579	Haberlandt	Chr03	723
0.400146503199938	0.407086128460174	TN05-3027	Chr03	2123
0.407857197933534	0.41479682319377	LG05-4832	Chr03	1303
0.415567892667129	0.422507517927365	A3127	Chr03	63
0.423278587400725	0.430218212660961	Jackson	Chr03	963
0.43098928213432	0.437928907394556	Mukden	Chr03	1543
0.438699976867916	0.445639602128152	Brim	Chr03	283
0.446410671601511	0.453350296861747	Holladay	Chr03	843
0.454121366335107	0.461060991595343	Kanro	Chr03	983
0.461832061068702	0.468771686328938	Braxton	Chr03	263
0.469542755802298	0.476482381062534	Harosoy	Chr03	783
0.477253450535893	0.484193075796129	Hagood	Chr03	743
0.484964145269489	0.491903770529725	U03-100612	Chr03	2183
0.492674840003084	0.49961446526332	Young	Chr03	2323
0.50038553473668	0.507325159996916	5M20-2-5-2	Chr03	43
0.508096229470275	0.515035854730511	Douglas	Chr03	603
0.515806924203871	0.522746549464107	Gasoy 17	Chr03	703
0.523517618937466	0.530457244197702	LG04-4717	Chr03	1203
0.531228313671062	0.538167938931298	Cook	Chr03	483
0.538939008404657	0.545878633664893	Davis	Chr03	543
0.546649703138253	0.553589328398489	Harcor	Chr03	763
0.554360397871848	0.561300023132084	Roanoke	Chr03	2003
0.562071092605444	0.56901071786568	Bragg	Chr03	243
0.569781787339039	0.576721412599275	4J105-3-4	Chr03	3
0.577492482072635	0.584432107332871	Tokyo	Chr03	2143
0.58520317680623	0.592142802066466	PI437169B	Chr03	1783
0.592913871539826	0.599853496800062	LG05-4464	Chr03	1283
0.600624566273421	0.607564191533657	Kent	Chr03	1003
0.608335261007017	0.615274886267253	LD00-3309	Chr03	1043
0.616045955740612	0.622985581000848	Hawkeye	Chr03	803
0.623756650474208	0.630696275734444	LG03-2979	Chr03	1163
0.631467345207803	0.638406970468039	Volstate	Chr03	2203
0.639178039941399	0.646117665201635	Ogden	Chr03	1643
0.646888734674994	0.65382835993523	PI427136	Chr03	1763
0.65459942940859	0.661539054668826	PI 180.501	Chr03	1703
0.662310124142185	0.669249749402421	Anderson	Chr03	163
0.670020818875781	0.676960444136017	Amcor	Chr03	123
0.677731513609376	0.684671138869612	Bonus	Chr03	223
0.685442208342972	0.692381833603208	Centennial	Chr03	343
0.693152903076567	0.700092528336803	Clemson	Chr03	443
0.700863597810163	0.707803223070399	Tracy	Chr03	2163
0.708574292543758	0.715513917803994	Clark	Chr03	423
0.716284987277354	0.72322461253759	PI 88.788	Chr03	1883
0.723995682010949	0.730935307271185	York	Chr03	2303
0.731706376744545	0.738646002004781	Calland	Chr03	303
0.73941707147814	0.746356696738376	IA3023	Chr03	923
0.747127766211736	0.754067391471972	Pella	Chr03	1663
0.754838460945331	0.761778086205567	Forrest	Chr03	683
0.762549155678927	0.769488780939163	Hutcheson	Chr03	903
0.770259850412522	0.777199475672758	Beeson	Chr03	183
0.777970545146118	0.784910170406354	Ransom	Chr03	1963
0.785681239879713	0.792620865139949	Hill	Chr03	823
0.793391934613309	0.800331559873545	Essex	Chr03	643
0.801102629346904	0.80804225460714	Oakland	Chr03	1623
0.8088133240805	0.815752949340736	Richland	Chr03	1983
0.816524018814095	0.823463644074331	NC Raleigh	Chr03	1563
0.824234713547691	0.831174338807927	5601T	Chr03	23
0.831945408281286	0.838885033541522	Blackhawk	Chr03	203
0.839656103014882	0.846595728275118	Corsoy	Chr03	503
0.847366797748477	0.854306423008713	Dunfield	Chr03	623
0.855077492482073	0.862017117742309	Cumberland	Chr03	523
0.862788187215668	0.869727812475904	Mandarin	Chr03	1483
0.870498881949264	0.8774385072095	Dorman	Chr03	583
0.878209576682859	0.885149201943095	Dillon	Chr03	563
0.885920271416455	0.892859896676691	Amsoy	Chr03	143
0.89363096615005	0.900570591410286	Pickett	Chr03	1903
0.901341660883646	0.908281286143882	CNS	Chr03	463
0.909052355617241	0.915991980877477	Zane	Chr03	2343
0.916763050350837	0.923702675611073	Adams	Chr03	83
0.924473745084432	0.931413370344668	Wayne	Chr03	2223
0.932184439818028	0.939124065078264	Williams	Chr03	2243
0.939895134551623	0.946834759811859	Williams 82	Chr03	2263
0.947605829285219	0.954545454545455	Merit	Chr03	1523
0.0454545454545455	0.0523941707147814	Magellan	Chr04	1464
0.053165240188141	0.0601048654483769	LD02-9050	Chr04	1104
0.0608759349217365	0.0678155601819724	S06-13640	Chr04	2044
0.0685866296553319	0.0755262549155679	Maverick	Chr04	1504
0.0762973243889274	0.0832369496491634	LG97-7012	Chr04	1404
0.0840080191225229	0.0909476443827589	LG98-1605	Chr04	1424
0.0917187138561184	0.0986583391163544	Skylla	Chr04	2104
0.0994294085897139	0.10636903384995	LG94-1128	Chr04	1364
0.107140103323309	0.114079728583545	LD01-5907	Chr04	1064
0.114850798056905	0.121790423317141	LG90-2550	Chr04	1324
0.1225614927905	0.129501118050736	LG04-6000	Chr04	1224
0.130272187524096	0.137211812784332	NE3001	Chr04	1604
0.137982882257691	0.144922507517927	LG00-3372	Chr04	1144
0.145693576991287	0.152633202251523	LD02-4485	Chr04	1084
0.153404271724882	0.160343896985118	LG94-1906	Chr04	1384
0.161114966458478	0.168054591718714	Lee	Chr04	1124
0.168825661192073	0.175765286452309	CL0J173-6-8	Chr04	404
0.176536355925669	0.183475981185905	Lawrence	Chr04	1024
0.184247050659264	0.1911866759195	HS6-3976	Chr04	884
0.19195774539286	0.198897370653096	Ford	Chr04	664
0.199668440126455	0.206608065386691	LG92-1255	Chr04	1344
0.207379134860051	0.214318760120287	PI507681B	Chr04	1804
0.215089829593646	0.222029454853882	PI574486	Chr04	1864
0.222800524327242	0.229740149587478	LG05-4317	Chr04	1264
0.230511219060837	0.237450844321073	LG04-4717	Chr04	1204
0.238221913794433	0.245161539054669	5M20-2-5-2	Chr04	44
0.245932608528028	0.252872233788264	TN05-3027	Chr04	2124
0.253643303261624	0.26058292852186	LG05-4292	Chr04	1244
0.261353997995219	0.268293623255455	Douglas	Chr04	604
0.269064692728815	0.276004317989051	LD00-3309	Chr04	1044
0.27677538746241	0.283715012722646	LG03-2979	Chr04	1164
0.284486082196006	0.291425707456242	Essex	Chr04	644
0.292196776929601	0.299136402189837	PI561370	Chr04	1844
0.299907471663197	0.306847096923433	LG05-4832	Chr04	1304
0.307618166396792	0.314557791657028	LG05-4464	Chr04	1284
0.315328861130388	0.322268486390624	Prohio	Chr04	1924
0.323039555863983	0.329979181124219	CL0J095-4-6	Chr04	384
0.330750250597579	0.337689875857815	PI398881	Chr04	1724
0.338460945331174	0.34540057059141	PI427136	Chr04	1764
0.34617164006477	0.353111265325006	Hagood	Chr04	744
0.353882334798365	0.360821960058601	Harosoy	Chr04	784
0.361593029531961	0.368532654792197	Jackson	Chr04	964
0.369303724265556	0.376243349525792	Harcor	Chr04	764
0.377014418999152	0.383954044259388	U03-100612	Chr04	2184
0.384725113732747	0.391664738992983	Brim	Chr04	284
0.392435808466343	0.399375433726579	PI404188A	Chr04	1744
0.400146503199938	0.407086128460174	PI 88.788	Chr04	1884
0.407857197933534	0.41479682319377	PI518751	Chr04	1824
0.415567892667129	0.422507517927365	Capital	Chr04	324
0.423278587400725	0.430218212660961	4J105-3-4	Chr04	4
0.43098928213432	0.437928907394556	Dunfield	Chr04	624
0.438699976867916	0.445639602128152	PI437169B	Chr04	1784
0.446410671601511	0.453350296861747	CNS	Chr04	464
0.454121366335107	0.461060991595343	Clemson	Chr04	444
0.461832061068702	0.468771686328938	Dorman	Chr04	584
0.469542755802298	0.476482381062534	Bonus	Chr04	224
0.477253450535893	0.484193075796129	Dillon	Chr04	564
0.484964145269489	0.491903770529725	Calland	Chr04	304
0.492674840003084	0.49961446526332	Hawkeye	Chr04	804
0.50038553473668	0.507325159996916	Ralsoy	Chr04	1944
0.508096229470275	0.515035854730511	Forrest	Chr04	684
0.515806924203871	0.522746549464107	IA3023	Chr04	924
0.523517618937466	0.530457244197702	Pella	Chr04	1664
0.531228313671062	0.538167938931298	Kent	Chr04	1004
0.538939008404657	0.545878633664893	Tracy	Chr04	2164
0.546649703138253	0.553589328398489	Holladay	Chr04	844
0.554360397871848	0.561300023132084	Oakland	Chr04	1624
0.562071092605444	0.56901071786568	Young	Chr04	2324
0.569781787339039	0.576721412599275	NC Raleigh	Chr04	1564
0.577492482072635	0.584432107332871	Ogden	Chr04	1644
0.58520317680623	0.592142802066466	Tokyo	Chr04	2144
0.592913871539826	0.599853496800062	Haberlandt	Chr04	724
0.600624566273421	0.607564191533657	Hood	Chr04	864
0.608335261007017	0.615274886267253	Woodworth	Chr04	2284
0.616045955740612	0.622985581000848	5601T	Chr04	24
0.623756650474208	0.630696275734444	LG03-3191	Chr04	1184
0.631467345207803	0.638406970468039	Volstate	Chr04	2204
0.639178039941399	0.646117665201635	Davis	Chr04	544
0.646888734674994	0.65382835993523	Hill	Chr04	824
0.65459942940859	0.661539054668826	Kanro	Chr04	984
0.662310124142185	0.669249749402421	Wayne	Chr04	2224
0.670020818875781	0.676960444136017	Roanoke	Chr04	2004
0.677731513609376	0.684671138869612	Adams	Chr04	84
0.685442208342972	0.692381833603208	Beeson	Chr04	184
0.693152903076567	0.700092528336803	Illini	Chr04	944
0.700863597810163	0.707803223070399	Merit	Chr04	1524
0.708574292543758	0.715513917803994	PI 180.501	Chr04	1704
0.716284987277354	0.72322461253759	A3127	Chr04	64
0.723995682010949	0.730935307271185	Zane	Chr04	2344
0.731706376744545	0.738646002004781	A.K. (Harrow)	Chr04	104
0.73941707147814	0.746356696738376	Hutcheson	Chr04	904
0.747127766211736	0.754067391471972	Corsoy	Chr04	504
0.754838460945331	0.761778086205567	Shelby	Chr04	2084
0.762549155678927	0.769488780939163	Braxton	Chr04	264
0.770259850412522	0.777199475672758	Gasoy 17	Chr04	704
0.777970545146118	0.784910170406354	York	Chr04	2304
0.785681239879713	0.792620865139949	S-100	Chr04	2064
0.793391934613309	0.800331559873545	Lincoln	Chr04	1444
0.801102629346904	0.80804225460714	S06-130640-2	Chr04	2024
0.8088133240805	0.815752949340736	Anderson	Chr04	164
0.816524018814095	0.823463644074331	Blackhawk	Chr04	204
0.824234713547691	0.831174338807927	Centennial	Chr04	344
0.831945408281286	0.838885033541522	Chippewa	Chr04	364
0.839656103014882	0.846595728275118	Cook	Chr04	484
0.847366797748477	0.854306423008713	Mukden	Chr04	1544
0.855077492482073	0.862017117742309	NC Roy	Chr04	1584
0.862788187215668	0.869727812475904	Perry	Chr04	1684
0.870498881949264	0.8774385072095	Pickett	Chr04	1904
0.878209576682859	0.885149201943095	Richland	Chr04	1984
0.885920271416455	0.892859896676691	Amcor	Chr04	124
0.89363096615005	0.900570591410286	Bragg	Chr04	244
0.901341660883646	0.908281286143882	Williams	Chr04	2244
0.909052355617241	0.915991980877477	Cumberland	Chr04	524
0.916763050350837	0.923702675611073	Amsoy	Chr04	144
0.924473745084432	0.931413370344668	Williams 82	Chr04	2264
0.932184439818028	0.939124065078264	Clark	Chr04	424
0.939895134551623	0.946834759811859	Mandarin	Chr04	1484
0.947605829285219	0.954545454545455	Ransom	Chr04	1964
0.0454545454545455	0.0523941707147814	Magellan	Chr05	1465
0.053165240188141	0.0601048654483769	LD02-9050	Chr05	1105
0.0608759349217365	0.0678155601819724	S06-13640	Chr05	2045
